strategy,step,poi_id,poi_name,neighbourhood,visits_this_step,capacity,crowd_ratio
popularity,1,57,Natural Science Museum,Diagonal Mar,0,300,0.0
popularity,1,58,Fabra Observatory,Tibidabo,0,200,0.0
popularity,1,59,Olympic Port,La Barceloneta,0,700,0.0
popularity,1,60,Casa Vicens,Vila de Gracia,0,250,0.0
popularity,2,0,Sagrada Familia,Sagrada Familia,332,900,0.3688888888888889
popularity,2,1,Park Guell,La Salut,270,850,0.3176470588235294
popularity,2,2,Casa Batllo,Dreta Eixample,132,500,0.264
popularity,2,3,La Pedrera,Dreta Eixample,68,450,0.1511111111111111
popularity,2,4,La Rambla,La Rambla,340,1200,0.2833333333333333
popularity,2,5,Mercat de la Boqueria,El Raval,324,650,0.49846153846153846
popularity,2,6,Barri Gotic,Gotic,380,1000,0.38
popularity,2,7,Barcelona Cathedral,Gotic,136,550,0.24727272727272728
popularity,2,8,Santa Maria del Mar,El Born,0,400,0.0
popularity,2,9,Picasso Museum,El Born,0,350,0.0
popularity,2,10,Ciutadella Park,Sant Pere,0,1000,0.0
popularity,2,11,Arc de Triomf,Sant Pere,0,700,0.0
popularity,2,12,Barceloneta Beach,La Barceloneta,18,1100,0.016363636363636365
popularity,2,13,Montjuic Castle,Montjuic,0,500,0.0
popularity,2,14,Magic Fountain,Montjuic,0,900,0.0
popularity,2,15,MNAC,Montjuic,0,450,0.0
popularity,2,16,Fundacio Joan Miro,Montjuic,0,280,0.0
popularity,2,17,Poble Espanyol,Montjuic,0,500,0.0
popularity,2,18,Palau de la Musica,Sant Pere,0,300,0.0
popularity,2,19,Camp Nou Museum,Les Corts,0,700,0.0
popularity,2,20,Temple del Tibidabo,Tibidabo,0,450,0.0
popularity,2,21,Tibidabo Park,Tibidabo,0,600,0.0
popularity,2,22,Bunkers del Carmel,El Carmel,0,400,0.0
popularity,2,23,Hospital de Sant Pau,Guinardo,0,400,0.0
popularity,2,24,Gracia Squares,Vila de Gracia,0,700,0.0
popularity,2,25,Mercat dels Encants,Fort Pienc,0,500,0.0
popularity,2,26,Design Museum,Glories,0,300,0.0
popularity,2,27,Torre Glories,Glories,0,300,0.0
popularity,2,28,Rambla del Poblenou,Poblenou,0,600,0.0
popularity,2,29,Bogatell Beach,Poblenou,0,800,0.0
popularity,2,30,Forum Park,Diagonal Mar,0,900,0.0
popularity,2,31,Sant Pau del Camp,El Raval,0,200,0.0
popularity,2,32,Maritime Museum,El Raval,0,350,0.0
popularity,2,33,CCCB,El Raval,0,300,0.0
popularity,2,34,MACBA,El Raval,0,320,0.0
popularity,2,35,Born Centre Cultural,El Born,0,350,0.0
popularity,2,36,History Museum of Catalonia,La Barceloneta,0,300,0.0
popularity,2,37,Sant Antoni Market,Sant Antoni,0,450,0.0
popularity,2,38,Hostafrancs Market,Hostafrancs,0,350,0.0
popularity,2,39,Joan Miro Park,Nova Esquerra Eixample,0,600,0.0
popularity,2,40,Pedralbes Monastery,Pedralbes,0,250,0.0
popularity,2,41,Pedralbes Gardens,Pedralbes,0,650,0.0
popularity,2,42,Labyrinth Park of Horta,Horta,0,500,0.0
popularity,2,43,Fabra i Coats,Sant Andreu,0,300,0.0
popularity,2,44,Sant Andreu Old Town,Sant Andreu,0,450,0.0
popularity,2,45,Clot Park,El Clot,0,450,0.0
popularity,2,46,Can Framis Museum,Poblenou,0,220,0.0
popularity,2,47,Palo Alto Market,Poblenou,0,350,0.0
popularity,2,48,Torre Bellesguard,Sant Gervasi,0,180,0.0
popularity,2,49,CosmoCaixa,Sant Gervasi,0,550,0.0
popularity,2,50,Museu Frederic Mares,Gotic,0,180,0.0
popularity,2,51,Chocolate Museum,El Born,0,220,0.0
popularity,2,52,Creueta del Coll Park,La Salut,0,500,0.0
popularity,2,53,Sarria Old Town,Sarria,0,400,0.0
popularity,2,54,Mercat de la Llibertat,Vila de Gracia,0,300,0.0
popularity,2,55,Guinardo Park,Guinardo,0,700,0.0
popularity,2,56,Carretera de les Aigues,Collserola,0,800,0.0
popularity,2,57,Natural Science Museum,Diagonal Mar,0,300,0.0
popularity,2,58,Fabra Observatory,Tibidabo,0,200,0.0
popularity,2,59,Olympic Port,La Barceloneta,0,700,0.0
popularity,2,60,Casa Vicens,Vila de Gracia,0,250,0.0
popularity,3,0,Sagrada Familia,Sagrada Familia,215,900,0.2388888888888889
popularity,3,1,Park Guell,La Salut,228,850,0.26823529411764707
popularity,3,2,Casa Batllo,Dreta Eixample,185,500,0.37
popularity,3,3,La Pedrera,Dreta Eixample,179,450,0.3977777777777778
popularity,3,4,La Rambla,La Rambla,241,1200,0.20083333333333334
popularity,3,5,Mercat de la Boqueria,El Raval,283,650,0.43538461538461537
popularity,3,6,Barri Gotic,Gotic,384,1000,0.384
popularity,3,7,Barcelona Cathedral,Gotic,168,550,0.3054545454545455
popularity,3,8,Santa Maria del Mar,El Born,0,400,0.0
popularity,3,9,Picasso Museum,El Born,1,350,0.002857142857142857
popularity,3,10,Ciutadella Park,Sant Pere,0,1000,0.0
popularity,3,11,Arc de Triomf,Sant Pere,0,700,0.0
popularity,3,12,Barceloneta Beach,La Barceloneta,116,1100,0.10545454545454545
popularity,3,13,Montjuic Castle,Montjuic,0,500,0.0
popularity,3,14,Magic Fountain,Montjuic,0,900,0.0
popularity,3,15,MNAC,Montjuic,0,450,0.0
popularity,3,16,Fundacio Joan Miro,Montjuic,0,280,0.0
popularity,3,17,Poble Espanyol,Montjuic,0,500,0.0
popularity,3,18,Palau de la Musica,Sant Pere,0,300,0.0
popularity,3,19,Camp Nou Museum,Les Corts,0,700,0.0
popularity,3,20,Temple del Tibidabo,Tibidabo,0,450,0.0
popularity,3,21,Tibidabo Park,Tibidabo,0,600,0.0
popularity,3,22,Bunkers del Carmel,El Carmel,0,400,0.0
popularity,3,23,Hospital de Sant Pau,Guinardo,0,400,0.0
popularity,3,24,Gracia Squares,Vila de Gracia,0,700,0.0
popularity,3,25,Mercat dels Encants,Fort Pienc,0,500,0.0
popularity,3,26,Design Museum,Glories,0,300,0.0
popularity,3,27,Torre Glories,Glories,0,300,0.0
popularity,3,28,Rambla del Poblenou,Poblenou,0,600,0.0
popularity,3,29,Bogatell Beach,Poblenou,0,800,0.0
popularity,3,30,Forum Park,Diagonal Mar,0,900,0.0
popularity,3,31,Sant Pau del Camp,El Raval,0,200,0.0
popularity,3,32,Maritime Museum,El Raval,0,350,0.0
popularity,3,33,CCCB,El Raval,0,300,0.0
popularity,3,34,MACBA,El Raval,0,320,0.0
popularity,3,35,Born Centre Cultural,El Born,0,350,0.0
popularity,3,36,History Museum of Catalonia,La Barceloneta,0,300,0.0
popularity,3,37,Sant Antoni Market,Sant Antoni,0,450,0.0
popularity,3,38,Hostafrancs Market,Hostafrancs,0,350,0.0
popularity,3,39,Joan Miro Park,Nova Esquerra Eixample,0,600,0.0
popularity,3,40,Pedralbes Monastery,Pedralbes,0,250,0.0
popularity,3,41,Pedralbes Gardens,Pedralbes,0,650,0.0
popularity,3,42,Labyrinth Park of Horta,Horta,0,500,0.0
popularity,3,43,Fabra i Coats,Sant Andreu,0,300,0.0
popularity,3,44,Sant Andreu Old Town,Sant Andreu,0,450,0.0
popularity,3,45,Clot Park,El Clot,0,450,0.0
popularity,3,46,Can Framis Museum,Poblenou,0,220,0.0
popularity,3,47,Palo Alto Market,Poblenou,0,350,0.0
popularity,3,48,Torre Bellesguard,Sant Gervasi,0,180,0.0
popularity,3,49,CosmoCaixa,Sant Gervasi,0,550,0.0
popularity,3,50,Museu Frederic Mares,Gotic,0,180,0.0
popularity,3,51,Chocolate Museum,El Born,0,220,0.0
popularity,3,52,Creueta del Coll Park,La Salut,0,500,0.0
popularity,3,53,Sarria Old Town,Sarria,0,400,0.0
popularity,3,54,Mercat de la Llibertat,Vila de Gracia,0,300,0.0
popularity,3,55,Guinardo Park,Guinardo,0,700,0.0
popularity,3,56,Carretera de les Aigues,Collserola,0,800,0.0
popularity,3,57,Natural Science Museum,Diagonal Mar,0,300,0.0
popularity,3,58,Fabra Observatory,Tibidabo,0,200,0.0
popularity,3,59,Olympic Port,La Barceloneta,0,700,0.0
popularity,3,60,Casa Vicens,Vila de Gracia,0,250,0.0
popularity,4,0,Sagrada Familia,Sagrada Familia,185,900,0.20555555555555555
popularity,4,1,Park Guell,La Salut,241,850,0.28352941176470586
popularity,4,2,Casa Batllo,Dreta Eixample,222,500,0.444
popularity,4,3,La Pedrera,Dreta Eixample,237,450,0.5266666666666666
popularity,4,4,La Rambla,La Rambla,170,1200,0.14166666666666666
popularity,4,5,Mercat de la Boqueria,El Raval,217,650,0.33384615384615385
popularity,4,6,Barri Gotic,Gotic,266,1000,0.266
popularity,4,7,Barcelona Cathedral,Gotic,323,550,0.5872727272727273
popularity,4,8,Santa Maria del Mar,El Born,0,400,0.0
popularity,4,9,Picasso Museum,El Born,1,350,0.002857142857142857
popularity,4,10,Ciutadella Park,Sant Pere,0,1000,0.0
popularity,4,11,Arc de Triomf,Sant Pere,0,700,0.0
popularity,4,12,Barceloneta Beach,La Barceloneta,138,1100,0.12545454545454546
popularity,4,13,Montjuic Castle,Montjuic,0,500,0.0
popularity,4,14,Magic Fountain,Montjuic,0,900,0.0
popularity,4,15,MNAC,Montjuic,0,450,0.0
popularity,4,16,Fundacio Joan Miro,Montjuic,0,280,0.0
popularity,4,17,Poble Espanyol,Montjuic,0,500,0.0
popularity,4,18,Palau de la Musica,Sant Pere,0,300,0.0
popularity,4,19,Camp Nou Museum,Les Corts,0,700,0.0
popularity,4,20,Temple del Tibidabo,Tibidabo,0,450,0.0
popularity,4,21,Tibidabo Park,Tibidabo,0,600,0.0
popularity,4,22,Bunkers del Carmel,El Carmel,0,400,0.0
popularity,4,23,Hospital de Sant Pau,Guinardo,0,400,0.0
popularity,4,24,Gracia Squares,Vila de Gracia,0,700,0.0
popularity,4,25,Mercat dels Encants,Fort Pienc,0,500,0.0
popularity,4,26,Design Museum,Glories,0,300,0.0
popularity,4,27,Torre Glories,Glories,0,300,0.0
popularity,4,28,Rambla del Poblenou,Poblenou,0,600,0.0
popularity,4,29,Bogatell Beach,Poblenou,0,800,0.0
popularity,4,30,Forum Park,Diagonal Mar,0,900,0.0
popularity,4,31,Sant Pau del Camp,El Raval,0,200,0.0
popularity,4,32,Maritime Museum,El Raval,0,350,0.0
popularity,4,33,CCCB,El Raval,0,300,0.0
popularity,4,34,MACBA,El Raval,0,320,0.0
popularity,4,35,Born Centre Cultural,El Born,0,350,0.0
popularity,4,36,History Museum of Catalonia,La Barceloneta,0,300,0.0
popularity,4,37,Sant Antoni Market,Sant Antoni,0,450,0.0
popularity,4,38,Hostafrancs Market,Hostafrancs,0,350,0.0
popularity,4,39,Joan Miro Park,Nova Esquerra Eixample,0,600,0.0
popularity,4,40,Pedralbes Monastery,Pedralbes,0,250,0.0
popularity,4,41,Pedralbes Gardens,Pedralbes,0,650,0.0
popularity,4,42,Labyrinth Park of Horta,Horta,0,500,0.0
popularity,4,43,Fabra i Coats,Sant Andreu,0,300,0.0
popularity,4,44,Sant Andreu Old Town,Sant Andreu,0,450,0.0
popularity,4,45,Clot Park,El Clot,0,450,0.0
popularity,4,46,Can Framis Museum,Poblenou,0,220,0.0
popularity,4,47,Palo Alto Market,Poblenou,0,350,0.0
popularity,4,48,Torre Bellesguard,Sant Gervasi,0,180,0.0
popularity,4,49,CosmoCaixa,Sant Gervasi,0,550,0.0
popularity,4,50,Museu Frederic Mares,Gotic,0,180,0.0
popularity,4,51,Chocolate Museum,El Born,0,220,0.0
popularity,4,52,Creueta del Coll Park,La Salut,0,500,0.0
popularity,4,53,Sarria Old Town,Sarria,0,400,0.0
popularity,4,54,Mercat de la Llibertat,Vila de Gracia,0,300,0.0
popularity,4,55,Guinardo Park,Guinardo,0,700,0.0
popularity,4,56,Carretera de les Aigues,Collserola,0,800,0.0
popularity,4,57,Natural Science Museum,Diagonal Mar,0,300,0.0
popularity,4,58,Fabra Observatory,Tibidabo,0,200,0.0
popularity,4,59,Olympic Port,La Barceloneta,0,700,0.0
popularity,4,60,Casa Vicens,Vila de Gracia,0,250,0.0
popularity,5,0,Sagrada Familia,Sagrada Familia,140,900,0.15555555555555556
popularity,5,1,Park Guell,La Salut,207,850,0.24352941176470588
popularity,5,2,Casa Batllo,Dreta Eixample,211,500,0.422
popularity,5,3,La Pedrera,Dreta Eixample,224,450,0.49777777777777776
popularity,5,4,La Rambla,La Rambla,136,1200,0.11333333333333333
popularity,5,5,Mercat de la Boqueria,El Raval,189,650,0.2907692307692308
popularity,5,6,Barri Gotic,Gotic,199,1000,0.199
popularity,5,7,Barcelona Cathedral,Gotic,270,550,0.4909090909090909
popularity,5,8,Santa Maria del Mar,El Born,0,400,0.0
popularity,5,9,Picasso Museum,El Born,41,350,0.11714285714285715
popularity,5,10,Ciutadella Park,Sant Pere,0,1000,0.0
popularity,5,11,Arc de Triomf,Sant Pere,0,700,0.0
popularity,5,12,Barceloneta Beach,La Barceloneta,383,1100,0.3481818181818182
popularity,5,13,Montjuic Castle,Montjuic,0,500,0.0
popularity,5,14,Magic Fountain,Montjuic,0,900,0.0
popularity,5,15,MNAC,Montjuic,0,450,0.0
popularity,5,16,Fundacio Joan Miro,Montjuic,0,280,0.0
popularity,5,17,Poble Espanyol,Montjuic,0,500,0.0
popularity,5,18,Palau de la Musica,Sant Pere,0,300,0.0
popularity,5,19,Camp Nou Museum,Les Corts,0,700,0.0
popularity,5,20,Temple del Tibidabo,Tibidabo,0,450,0.0
popularity,5,21,Tibidabo Park,Tibidabo,0,600,0.0
popularity,5,22,Bunkers del Carmel,El Carmel,0,400,0.0
popularity,5,23,Hospital de Sant Pau,Guinardo,0,400,0.0
popularity,5,24,Gracia Squares,Vila de Gracia,0,700,0.0
popularity,5,25,Mercat dels Encants,Fort Pienc,0,500,0.0
popularity,5,26,Design Museum,Glories,0,300,0.0
popularity,5,27,Torre Glories,Glories,0,300,0.0
popularity,5,28,Rambla del Poblenou,Poblenou,0,600,0.0
popularity,5,29,Bogatell Beach,Poblenou,0,800,0.0
popularity,5,30,Forum Park,Diagonal Mar,0,900,0.0
popularity,5,31,Sant Pau del Camp,El Raval,0,200,0.0
popularity,5,32,Maritime Museum,El Raval,0,350,0.0
popularity,5,33,CCCB,El Raval,0,300,0.0
popularity,5,34,MACBA,El Raval,0,320,0.0
popularity,5,35,Born Centre Cultural,El Born,0,350,0.0
popularity,5,36,History Museum of Catalonia,La Barceloneta,0,300,0.0
popularity,5,37,Sant Antoni Market,Sant Antoni,0,450,0.0
popularity,5,38,Hostafrancs Market,Hostafrancs,0,350,0.0
popularity,5,39,Joan Miro Park,Nova Esquerra Eixample,0,600,0.0
popularity,5,40,Pedralbes Monastery,Pedralbes,0,250,0.0
popularity,5,41,Pedralbes Gardens,Pedralbes,0,650,0.0
popularity,5,42,Labyrinth Park of Horta,Horta,0,500,0.0
popularity,5,43,Fabra i Coats,Sant Andreu,0,300,0.0
popularity,5,44,Sant Andreu Old Town,Sant Andreu,0,450,0.0
popularity,5,45,Clot Park,El Clot,0,450,0.0
popularity,5,46,Can Framis Museum,Poblenou,0,220,0.0
popularity,5,47,Palo Alto Market,Poblenou,0,350,0.0
popularity,5,48,Torre Bellesguard,Sant Gervasi,0,180,0.0
popularity,5,49,CosmoCaixa,Sant Gervasi,0,550,0.0
popularity,5,50,Museu Frederic Mares,Gotic,0,180,0.0
popularity,5,51,Chocolate Museum,El Born,0,220,0.0
popularity,5,52,Creueta del Coll Park,La Salut,0,500,0.0
popularity,5,53,Sarria Old Town,Sarria,0,400,0.0
popularity,5,54,Mercat de la Llibertat,Vila de Gracia,0,300,0.0
popularity,5,55,Guinardo Park,Guinardo,0,700,0.0
popularity,5,56,Carretera de les Aigues,Collserola,0,800,0.0
popularity,5,57,Natural Science Museum,Diagonal Mar,0,300,0.0
popularity,5,58,Fabra Observatory,Tibidabo,0,200,0.0
popularity,5,59,Olympic Port,La Barceloneta,0,700,0.0
popularity,5,60,Casa Vicens,Vila de Gracia,0,250,0.0
personalized,1,0,Sagrada Familia,Sagrada Familia,297,900,0.33
personalized,1,1,Park Guell,La Salut,155,850,0.18235294117647058
personalized,1,2,Casa Batllo,Dreta Eixample,52,500,0.104
personalized,1,3,La Pedrera,Dreta Eixample,70,450,0.15555555555555556
personalized,1,4,La Rambla,La Rambla,169,1200,0.14083333333333334
personalized,1,5,Mercat de la Boqueria,El Raval,91,650,0.14
personalized,1,6,Barri Gotic,Gotic,169,1000,0.169
personalized,1,7,Barcelona Cathedral,Gotic,95,550,0.17272727272727273
personalized,1,8,Santa Maria del Mar,El Born,63,400,0.1575
personalized,1,9,Picasso Museum,El Born,0,350,0.0
personalized,1,10,Ciutadella Park,Sant Pere,68,1000,0.068
personalized,1,11,Arc de Triomf,Sant Pere,5,700,0.007142857142857143
personalized,1,12,Barceloneta Beach,La Barceloneta,75,1100,0.06818181818181818
personalized,1,13,Montjuic Castle,Montjuic,13,500,0.026
personalized,1,14,Magic Fountain,Montjuic,0,900,0.0
personalized,1,15,MNAC,Montjuic,18,450,0.04
personalized,1,16,Fundacio Joan Miro,Montjuic,0,280,0.0
personalized,1,17,Poble Espanyol,Montjuic,33,500,0.066
personalized,1,18,Palau de la Musica,Sant Pere,0,300,0.0
personalized,1,19,Camp Nou Museum,Les Corts,0,700,0.0
personalized,1,20,Temple del Tibidabo,Tibidabo,94,450,0.2088888888888889
personalized,1,21,Tibidabo Park,Tibidabo,0,600,0.0
personalized,1,22,Bunkers del Carmel,El Carmel,0,400,0.0
personalized,1,23,Hospital de Sant Pau,Guinardo,35,400,0.0875
personalized,1,24,Gracia Squares,Vila de Gracia,22,700,0.03142857142857143
personalized,1,25,Mercat dels Encants,Fort Pienc,39,500,0.078
personalized,1,26,Design Museum,Glories,19,300,0.06333333333333334
personalized,1,27,Torre Glories,Glories,0,300,0.0
personalized,1,28,Rambla del Poblenou,Poblenou,6,600,0.01
personalized,1,29,Bogatell Beach,Poblenou,11,800,0.01375
personalized,1,30,Forum Park,Diagonal Mar,92,900,0.10222222222222223
personalized,1,31,Sant Pau del Camp,El Raval,4,200,0.02
personalized,1,32,Maritime Museum,El Raval,0,350,0.0
personalized,1,33,CCCB,El Raval,0,300,0.0
personalized,1,34,MACBA,El Raval,0,320,0.0
personalized,1,35,Born Centre Cultural,El Born,28,350,0.08
personalized,1,36,History Museum of Catalonia,La Barceloneta,0,300,0.0
personalized,1,37,Sant Antoni Market,Sant Antoni,37,450,0.08222222222222222
personalized,1,38,Hostafrancs Market,Hostafrancs,4,350,0.011428571428571429
personalized,1,39,Joan Miro Park,Nova Esquerra Eixample,10,600,0.016666666666666666
personalized,1,40,Pedralbes Monastery,Pedralbes,1,250,0.004
personalized,1,41,Pedralbes Gardens,Pedralbes,0,650,0.0
personalized,1,42,Labyrinth Park of Horta,Horta,0,500,0.0
personalized,1,43,Fabra i Coats,Sant Andreu,1,300,0.0033333333333333335
personalized,1,44,Sant Andreu Old Town,Sant Andreu,0,450,0.0
personalized,1,45,Clot Park,El Clot,1,450,0.0022222222222222222
personalized,1,46,Can Framis Museum,Poblenou,0,220,0.0
personalized,1,47,Palo Alto Market,Poblenou,91,350,0.26
personalized,1,48,Torre Bellesguard,Sant Gervasi,0,180,0.0
personalized,1,49,CosmoCaixa,Sant Gervasi,50,550,0.09090909090909091
personalized,1,50,Museu Frederic Mares,Gotic,0,180,0.0
personalized,1,51,Chocolate Museum,El Born,0,220,0.0
personalized,1,52,Creueta del Coll Park,La Salut,0,500,0.0
personalized,1,53,Sarria Old Town,Sarria,0,400,0.0
personalized,1,54,Mercat de la Llibertat,Vila de Gracia,8,300,0.02666666666666667
personalized,1,55,Guinardo Park,Guinardo,4,700,0.005714285714285714
personalized,1,56,Carretera de les Aigues,Collserola,0,800,0.0
personalized,1,57,Natural Science Museum,Diagonal Mar,10,300,0.03333333333333333
personalized,1,58,Fabra Observatory,Tibidabo,1,200,0.005
personalized,1,59,Olympic Port,La Barceloneta,51,700,0.07285714285714286
personalized,1,60,Casa Vicens,Vila de Gracia,8,250,0.032
personalized,2,0,Sagrada Familia,Sagrada Familia,203,900,0.22555555555555556
personalized,2,1,Park Guell,La Salut,143,850,0.16823529411764707
personalized,2,2,Casa Batllo,Dreta Eixample,55,500,0.11
personalized,2,3,La Pedrera,Dreta Eixample,84,450,0.18666666666666668
personalized,2,4,La Rambla,La Rambla,153,1200,0.1275
personalized,2,5,Mercat de la Boqueria,El Raval,81,650,0.12461538461538461
personalized,2,6,Barri Gotic,Gotic,160,1000,0.16
personalized,2,7,Barcelona Cathedral,Gotic,97,550,0.17636363636363636
personalized,2,8,Santa Maria del Mar,El Born,73,400,0.1825
personalized,2,9,Picasso Museum,El Born,0,350,0.0
personalized,2,10,Ciutadella Park,Sant Pere,56,1000,0.056
personalized,2,11,Arc de Triomf,Sant Pere,15,700,0.02142857142857143
personalized,2,12,Barceloneta Beach,La Barceloneta,72,1100,0.06545454545454546
personalized,2,13,Montjuic Castle,Montjuic,19,500,0.038
personalized,2,14,Magic Fountain,Montjuic,0,900,0.0
personalized,2,15,MNAC,Montjuic,13,450,0.028888888888888888
personalized,2,16,Fundacio Joan Miro,Montjuic,0,280,0.0
personalized,2,17,Poble Espanyol,Montjuic,42,500,0.084
personalized,2,18,Palau de la Musica,Sant Pere,0,300,0.0
personalized,2,19,Camp Nou Museum,Les Corts,0,700,0.0
personalized,2,20,Temple del Tibidabo,Tibidabo,98,450,0.21777777777777776
personalized,2,21,Tibidabo Park,Tibidabo,0,600,0.0
personalized,2,22,Bunkers del Carmel,El Carmel,0,400,0.0
personalized,2,23,Hospital de Sant Pau,Guinardo,52,400,0.13
personalized,2,24,Gracia Squares,Vila de Gracia,20,700,0.02857142857142857
personalized,2,25,Mercat dels Encants,Fort Pienc,44,500,0.088
personalized,2,26,Design Museum,Glories,31,300,0.10333333333333333
personalized,2,27,Torre Glories,Glories,3,300,0.01
personalized,2,28,Rambla del Poblenou,Poblenou,17,600,0.028333333333333332
personalized,2,29,Bogatell Beach,Poblenou,30,800,0.0375
personalized,2,30,Forum Park,Diagonal Mar,66,900,0.07333333333333333
personalized,2,31,Sant Pau del Camp,El Raval,3,200,0.015
personalized,2,32,Maritime Museum,El Raval,0,350,0.0
personalized,2,33,CCCB,El Raval,0,300,0.0
personalized,2,34,MACBA,El Raval,0,320,0.0
personalized,2,35,Born Centre Cultural,El Born,36,350,0.10285714285714286
personalized,2,36,History Museum of Catalonia,La Barceloneta,0,300,0.0
personalized,2,37,Sant Antoni Market,Sant Antoni,45,450,0.1
personalized,2,38,Hostafrancs Market,Hostafrancs,11,350,0.03142857142857143
personalized,2,39,Joan Miro Park,Nova Esquerra Eixample,11,600,0.018333333333333333
personalized,2,40,Pedralbes Monastery,Pedralbes,3,250,0.012
personalized,2,41,Pedralbes Gardens,Pedralbes,1,650,0.0015384615384615385
personalized,2,42,Labyrinth Park of Horta,Horta,7,500,0.014
personalized,2,43,Fabra i Coats,Sant Andreu,1,300,0.0033333333333333335
personalized,2,44,Sant Andreu Old Town,Sant Andreu,0,450,0.0
personalized,2,45,Clot Park,El Clot,3,450,0.006666666666666667
personalized,2,46,Can Framis Museum,Poblenou,1,220,0.004545454545454545
personalized,2,47,Palo Alto Market,Poblenou,68,350,0.19428571428571428
personalized,2,48,Torre Bellesguard,Sant Gervasi,0,180,0.0
personalized,2,49,CosmoCaixa,Sant Gervasi,61,550,0.11090909090909092
personalized,2,50,Museu Frederic Mares,Gotic,0,180,0.0
personalized,2,51,Chocolate Museum,El Born,0,220,0.0
personalized,2,52,Creueta del Coll Park,La Salut,4,500,0.008
personalized,2,53,Sarria Old Town,Sarria,0,400,0.0
personalized,2,54,Mercat de la Llibertat,Vila de Gracia,15,300,0.05
personalized,2,55,Guinardo Park,Guinardo,6,700,0.008571428571428572
personalized,2,56,Carretera de les Aigues,Collserola,0,800,0.0
personalized,2,57,Natural Science Museum,Diagonal Mar,19,300,0.06333333333333334
personalized,2,58,Fabra Observatory,Tibidabo,6,200,0.03
