strategy,step,tourist_id,segment,poi_id,poi_name,neighbourhood,is_central,satisfaction,interest_match,distance_km,cost,crowd_ratio_after_visit,sustainable_value,local_economy,green,baseline_pressure,co2_kg
popularity,1,1139,family_green,6,Barri Gotic,Gotic,True,0.5235026158839775,0.05928946384201322,3.8030111134915874,0,0.01,0.4868,0.55,0.2,0.7785,0.13310538897220556
popularity,1,47,family_green,5,Mercat de la Boqueria,El Raval,True,0.5480069846297977,0.047593985292340824,0.36748568011446503,0,0.006153846153846154,0.4905,0.85,0.1,0.7850000000000001,0.0
popularity,1,935,museum_culture,6,Barri Gotic,Gotic,True,0.7542656435696614,0.468009791166271,0.6341538101088902,0,0.011,0.4868,0.55,0.2,0.7785,0.0
popularity,1,1681,family_green,1,Park Guell,La Salut,False,0.7041912349343306,0.5002681760324479,5.454600867405521,10,0.010588235294117647,0.644,0.35,0.9,0.6174999999999999,0.0
popularity,1,214,museum_culture,6,Barri Gotic,Gotic,True,0.7573932271762517,0.5000072397641211,1.6244329765764183,0,0.012,0.4868,0.55,0.2,0.7785,0.056855154180174644
popularity,1,80,family_green,1,Park Guell,La Salut,False,0.7685558983752079,0.5056148950267025,4.536787270610968,10,0.011764705882352941,0.644,0.35,0.9,0.6174999999999999,0.15878755447138387
popularity,1,1556,food_local_markets,5,Mercat de la Boqueria,El Raval,True,0.7205236955212053,0.5484629210603813,3.582120398129753,0,0.007692307692307693,0.4905,0.85,0.1,0.7850000000000001,0.0
popularity,1,263,food_local_markets,6,Barri Gotic,Gotic,True,0.6282985020185253,0.38894924754534643,1.4568930958430806,0,0.013,0.4868,0.55,0.2,0.7785,0.0
popularity,1,175,food_local_markets,5,Mercat de la Boqueria,El Raval,True,0.7136406498691573,0.585958107906731,1.309137577876856,0,0.009230769230769232,0.4905,0.85,0.1,0.7850000000000001,0.0
popularity,1,435,museum_culture,2,Casa Batllo,Dreta Eixample,True,0.6630629694004103,0.4176442697226166,5.2587720383289716,35,0.002,0.3992,0.3,0.05,0.7915000000000001,0.18405702134151403
popularity,1,107,museum_culture,4,La Rambla,La Rambla,True,0.6235157470739431,0.2692311728255177,2.832798166600612,0,0.0025,0.4116,0.45,0.2,0.8045,0.5099036699881101
popularity,1,766,beach_nightlife,4,La Rambla,La Rambla,True,0.8021682193389144,0.6578548681018048,1.0742220387580008,0,0.0033333333333333335,0.4116,0.45,0.2,0.8045,0.0
popularity,1,717,family_green,1,Park Guell,La Salut,False,0.7623066805437466,0.4907491348681657,4.7579271274423585,10,0.012941176470588235,0.644,0.35,0.9,0.6174999999999999,0.2854756276465415
popularity,1,1269,museum_culture,1,Park Guell,La Salut,False,0.6462698716580538,0.22865163471036667,2.6491506611348172,10,0.01411764705882353,0.644,0.35,0.9,0.6174999999999999,0.09272027313971862
popularity,1,1581,history_religion,0,Sagrada Familia,Sagrada Familia,True,0.7353191821026495,0.6559147279301968,3.7776066630682403,26,0.0077777777777777776,0.415,0.3,0.1,0.8500000000000001,0.0
popularity,1,599,food_local_markets,4,La Rambla,La Rambla,True,0.7823563096716488,0.6992767680675149,6.5761536316112235,0,0.004166666666666667,0.4116,0.45,0.2,0.8045,0.23016537710639284
popularity,1,785,family_green,1,Park Guell,La Salut,False,0.7962243476733644,0.5121666898214212,1.2106762894681466,10,0.015294117647058824,0.644,0.35,0.9,0.6174999999999999,0.042373670131385134
popularity,1,651,architecture_fans,1,Park Guell,La Salut,False,0.7112511462627313,0.4609432439977441,4.432259718105534,10,0.01647058823529412,0.644,0.35,0.9,0.6174999999999999,0.0
popularity,1,483,family_green,1,Park Guell,La Salut,False,0.81429308760757,0.5210757645878406,2.477897637543617,10,0.01764705882352941,0.644,0.35,0.9,0.6174999999999999,0.0
popularity,1,70,food_local_markets,6,Barri Gotic,Gotic,True,0.7153775386027986,0.46676837108365393,0.678510766266356,0,0.014,0.4868,0.55,0.2,0.7785,0.0
popularity,1,1060,beach_nightlife,4,La Rambla,La Rambla,True,0.7638638892913178,0.6058695267592589,0.6145094469584121,0,0.005,0.4116,0.45,0.2,0.8045,0.0
popularity,1,1332,museum_culture,0,Sagrada Familia,Sagrada Familia,True,0.5593242754862148,0.39316692135653764,3.6944793997265455,26,0.008888888888888889,0.415,0.3,0.1,0.8500000000000001,0.1293067789904291
popularity,1,1475,architecture_fans,0,Sagrada Familia,Sagrada Familia,True,0.706265257732311,0.6153395844126343,4.484017071117912,26,0.01,0.415,0.3,0.1,0.8500000000000001,0.15694059748912695
popularity,1,795,architecture_fans,0,Sagrada Familia,Sagrada Familia,True,0.6632932717426363,0.6333681369998831,0.41052219122605876,26,0.011111111111111112,0.415,0.3,0.1,0.8500000000000001,0.0
popularity,1,581,architecture_fans,5,Mercat de la Boqueria,El Raval,True,0.5397201659664781,0.040762971595230936,0.7546411337173392,0,0.010769230769230769,0.4905,0.85,0.1,0.7850000000000001,0.0
popularity,1,1417,architecture_fans,0,Sagrada Familia,Sagrada Familia,True,0.7892341797875213,0.680253651920919,4.787434159521382,26,0.012222222222222223,0.415,0.3,0.1,0.8500000000000001,0.1675601955832484
popularity,1,343,history_religion,1,Park Guell,La Salut,False,0.6261936304235316,0.34634585043747723,3.1971846928743703,10,0.018823529411764704,0.644,0.35,0.9,0.6174999999999999,0.0
popularity,1,797,family_green,5,Mercat de la Boqueria,El Raval,True,0.5191333544005153,0.04171451093571184,2.912304615618416,0,0.012307692307692308,0.4905,0.85,0.1,0.7850000000000001,0.10193066154664457
popularity,1,1419,family_green,6,Barri Gotic,Gotic,True,0.5606576346371229,0.06461993393589675,1.182444070398055,0,0.015,0.4868,0.55,0.2,0.7785,0.0
popularity,1,1180,family_green,1,Park Guell,La Salut,False,0.7850369366852493,0.4862173792303968,2.284601997074961,10,0.02,0.644,0.35,0.9,0.6174999999999999,0.0
popularity,1,1461,architecture_fans,0,Sagrada Familia,Sagrada Familia,True,0.6903432822697888,0.6129572526220848,4.0515312189365265,26,0.013333333333333334,0.415,0.3,0.1,0.8500000000000001,0.14180359266277845
popularity,1,1027,food_local_markets,4,La Rambla,La Rambla,True,0.6804822191840222,0.6324391432297789,2.8373878403947117,0,0.005833333333333334,0.4116,0.45,0.2,0.8045,0.0
popularity,1,1569,architecture_fans,0,Sagrada Familia,Sagrada Familia,True,0.8049656479272551,0.6509691295354949,0.2690919598306729,26,0.014444444444444444,0.415,0.3,0.1,0.8500000000000001,0.0
popularity,1,1890,architecture_fans,0,Sagrada Familia,Sagrada Familia,True,0.7668599818263954,0.6820113867495391,1.8731234465131485,26,0.015555555555555555,0.415,0.3,0.1,0.8500000000000001,0.0655593206279602
popularity,1,985,architecture_fans,1,Park Guell,La Salut,False,0.6831112712635549,0.4480346454310732,0.7827298156860054,10,0.021176470588235293,0.644,0.35,0.9,0.6174999999999999,0.0
popularity,1,980,architecture_fans,6,Barri Gotic,Gotic,True,0.6201307480145948,0.23241205697599288,0.6718645620256665,0,0.016,0.4868,0.55,0.2,0.7785,0.0
popularity,1,381,museum_culture,2,Casa Batllo,Dreta Eixample,True,0.6822297657654791,0.3921620599772142,1.9077151063827136,35,0.004,0.3992,0.3,0.05,0.7915000000000001,0.0
popularity,1,28,museum_culture,5,Mercat de la Boqueria,El Raval,True,0.6547429638850447,0.29406264082575684,1.6119316465082743,0,0.013846153846153847,0.4905,0.85,0.1,0.7850000000000001,0.0
popularity,1,759,beach_nightlife,4,La Rambla,La Rambla,True,0.7185449485190616,0.6849145769664654,6.277805871416526,0,0.006666666666666667,0.4116,0.45,0.2,0.8045,0.0
popularity,1,1334,architecture_fans,2,Casa Batllo,Dreta Eixample,True,0.6966197725180261,0.42794874671619176,0.4841078903381341,35,0.006,0.3992,0.3,0.05,0.7915000000000001,0.0
popularity,1,1376,museum_culture,5,Mercat de la Boqueria,El Raval,True,0.6133382700671532,0.20852901808831814,2.460123547188395,0,0.015384615384615385,0.4905,0.85,0.1,0.7850000000000001,0.08610432415159383
popularity,1,472,history_religion,6,Barri Gotic,Gotic,True,0.7179221798110846,0.4955646290797926,3.5272033917968084,0,0.017,0.4868,0.55,0.2,0.7785,0.0
popularity,1,1260,food_local_markets,6,Barri Gotic,Gotic,True,0.6905291799479459,0.4315496519363882,2.040879282564048,0,0.018,0.4868,0.55,0.2,0.7785,0.0
popularity,1,180,history_religion,0,Sagrada Familia,Sagrada Familia,True,0.7363023071363288,0.6654256121605042,2.5127149717747583,26,0.016666666666666666,0.415,0.3,0.1,0.8500000000000001,0.0
popularity,1,1414,architecture_fans,0,Sagrada Familia,Sagrada Familia,True,0.8040906912688924,0.6703657295517083,0.5054086273447047,26,0.017777777777777778,0.415,0.3,0.1,0.8500000000000001,0.0
popularity,1,1229,food_local_markets,4,La Rambla,La Rambla,True,0.7811877435870747,0.6870823055869163,0.9044923038253398,0,0.0075,0.4116,0.45,0.2,0.8045,0.0
popularity,1,1435,family_green,1,Park Guell,La Salut,False,0.7579005340792881,0.5487480372667763,4.448987068692401,10,0.02235294117647059,0.644,0.35,0.9,0.6174999999999999,0.8008176723646321
popularity,1,1231,history_religion,6,Barri Gotic,Gotic,True,0.7035295019546555,0.45832790588912675,0.6947517745075045,0,0.019,0.4868,0.55,0.2,0.7785,0.0
popularity,1,1824,food_local_markets,4,La Rambla,La Rambla,True,0.7052904875147341,0.5773203067421947,2.422080438375273,0,0.008333333333333333,0.4116,0.45,0.2,0.8045,0.0
popularity,1,580,architecture_fans,2,Casa Batllo,Dreta Eixample,True,0.6387403566628408,0.40378438147983564,1.6712801923505125,35,0.008,0.3992,0.3,0.05,0.7915000000000001,0.058494806732267944
popularity,1,1124,museum_culture,5,Mercat de la Boqueria,El Raval,True,0.5847982844983629,0.23866732944386634,1.4863542987051142,0,0.016923076923076923,0.4905,0.85,0.1,0.7850000000000001,0.0
popularity,1,1290,family_green,1,Park Guell,La Salut,False,0.7876897689099556,0.4985526493754911,3.7550993663808376,10,0.023529411764705882,0.644,0.35,0.9,0.6174999999999999,0.0
popularity,1,1085,family_green,1,Park Guell,La Salut,False,0.7335348546923421,0.49541120335048394,3.513818537347385,10,0.024705882352941175,0.644,0.35,0.9,0.6174999999999999,0.0
popularity,1,1416,history_religion,5,Mercat de la Boqueria,El Raval,True,0.6050680327323518,0.252516671182283,3.5245321785045336,0,0.018461538461538463,0.4905,0.85,0.1,0.7850000000000001,0.12335862624765868
popularity,1,882,history_religion,2,Casa Batllo,Dreta Eixample,True,0.7056179452426319,0.3990502616997985,1.0226819560471498,35,0.01,0.3992,0.3,0.05,0.7915000000000001,0.0
popularity,1,1578,beach_nightlife,4,La Rambla,La Rambla,True,0.7846133492175198,0.6645560493540301,0.17464318774154955,0,0.009166666666666667,0.4116,0.45,0.2,0.8045,0.0
popularity,1,1660,food_local_markets,4,La Rambla,La Rambla,True,0.7992945060229835,0.5952450946707372,1.082539915434319,0,0.01,0.4116,0.45,0.2,0.8045,0.0
popularity,1,1656,food_local_markets,5,Mercat de la Boqueria,El Raval,True,0.824593588883787,0.6718526575186148,0.7764546216741319,0,0.02,0.4905,0.85,0.1,0.7850000000000001,0.0
popularity,1,1285,architecture_fans,0,Sagrada Familia,Sagrada Familia,True,0.6298299220368128,0.6737518495005734,4.628941571796412,26,0.01888888888888889,0.415,0.3,0.1,0.8500000000000001,0.0
popularity,1,593,beach_nightlife,6,Barri Gotic,Gotic,True,0.655577570970135,0.4320685724145629,2.8945846690389976,0,0.02,0.4868,0.55,0.2,0.7785,0.10131046341636492
popularity,1,184,family_green,1,Park Guell,La Salut,False,0.8110103197804714,0.5361136030048642,4.267387755426331,10,0.02588235294117647,0.644,0.35,0.9,0.6174999999999999,0.1493585714399216
popularity,1,361,food_local_markets,4,La Rambla,La Rambla,True,0.8505213710077877,0.6935993211434959,1.7402198044093558,0,0.010833333333333334,0.4116,0.45,0.2,0.8045,0.0
popularity,1,174,history_religion,4,La Rambla,La Rambla,True,0.5654092987044959,0.2499199503841917,2.735694451068373,0,0.011666666666666667,0.4116,0.45,0.2,0.8045,0.0
popularity,1,1484,beach_nightlife,4,La Rambla,La Rambla,True,0.8060390011518744,0.6329700031718966,0.968132431941919,0,0.0125,0.4116,0.45,0.2,0.8045,0.0
popularity,1,1609,beach_nightlife,4,La Rambla,La Rambla,True,0.7669705634878105,0.663749988995345,1.605931701262277,0,0.013333333333333334,0.4116,0.45,0.2,0.8045,0.0562076095441797
popularity,1,1150,architecture_fans,0,Sagrada Familia,Sagrada Familia,True,0.7591545190843026,0.6433376884437281,4.097633826922153,26,0.02,0.415,0.3,0.1,0.8500000000000001,0.14341718394227537
popularity,1,1502,family_green,6,Barri Gotic,Gotic,True,0.5943130914410012,0.06155399960805654,0.7651829093164344,0,0.021,0.4868,0.55,0.2,0.7785,0.0
popularity,1,111,architecture_fans,0,Sagrada Familia,Sagrada Familia,True,0.776394076932456,0.6592244194437541,1.0994689246179834,26,0.021111111111111112,0.415,0.3,0.1,0.8500000000000001,0.0
popularity,1,248,museum_culture,4,La Rambla,La Rambla,True,0.5944302782297488,0.21764676593508833,4.494802975849495,0,0.014166666666666666,0.4116,0.45,0.2,0.8045,0.15731810415473235
popularity,1,1944,history_religion,4,La Rambla,La Rambla,True,0.6266894914366075,0.3072146163372098,3.214761109281846,0,0.015,0.4116,0.45,0.2,0.8045,0.5786569996707323
popularity,1,1443,architecture_fans,0,Sagrada Familia,Sagrada Familia,True,0.7461935014561707,0.6598360531926786,2.467919817049146,26,0.022222222222222223,0.415,0.3,0.1,0.8500000000000001,0.08637719359672011
popularity,1,811,family_green,1,Park Guell,La Salut,False,0.8226985165781703,0.5754708016236278,3.7691427759316323,10,0.027058823529411764,0.644,0.35,0.9,0.6174999999999999,0.13191999715760713
popularity,1,1533,architecture_fans,0,Sagrada Familia,Sagrada Familia,True,0.6710886470735282,0.6153097157919538,2.441791227344439,26,0.023333333333333334,0.415,0.3,0.1,0.8500000000000001,0.08546269295705537
popularity,1,1222,food_local_markets,5,Mercat de la Boqueria,El Raval,True,0.7780397978776081,0.6088563925017484,2.184310916311407,0,0.021538461538461538,0.4905,0.85,0.1,0.7850000000000001,0.0
popularity,1,595,family_green,1,Park Guell,La Salut,False,0.8134718165551714,0.5387386061473511,2.391404099848931,10,0.02823529411764706,0.644,0.35,0.9,0.6174999999999999,0.0836991434947126
popularity,1,606,architecture_fans,6,Barri Gotic,Gotic,True,0.5700214337883267,0.2507051363169165,3.3607683379602142,0,0.022,0.4868,0.55,0.2,0.7785,0.11762689182860751
popularity,1,150,architecture_fans,0,Sagrada Familia,Sagrada Familia,True,0.7017412553083405,0.6332760508281922,2.7379034391192643,26,0.024444444444444446,0.415,0.3,0.1,0.8500000000000001,0.0
popularity,1,771,history_religion,4,La Rambla,La Rambla,True,0.5607088876602113,0.25664058697680764,3.4012397191075867,0,0.015833333333333335,0.4116,0.45,0.2,0.8045,0.11904339016876554
popularity,1,598,museum_culture,2,Casa Batllo,Dreta Eixample,True,0.7276509587900292,0.46700432272416215,0.04794697012744063,35,0.012,0.3992,0.3,0.05,0.7915000000000001,0.0
popularity,1,1384,food_local_markets,4,La Rambla,La Rambla,True,0.7631860333272549,0.7126993308461554,0.7366550530537018,0,0.016666666666666666,0.4116,0.45,0.2,0.8045,0.0
popularity,1,1950,architecture_fans,4,La Rambla,La Rambla,True,0.5510788936857303,0.05869205066455442,2.799391471143957,0,0.0175,0.4116,0.45,0.2,0.8045,0.09797870149003851
popularity,1,1265,beach_nightlife,5,Mercat de la Boqueria,El Raval,True,0.5904367107506509,0.20526380759565677,1.0412278972737148,0,0.023076923076923078,0.4905,0.85,0.1,0.7850000000000001,0.0
popularity,1,283,food_local_markets,5,Mercat de la Boqueria,El Raval,True,0.8049017529731018,0.6629522536316781,1.1043281048503941,0,0.024615384615384615,0.4905,0.85,0.1,0.7850000000000001,0.0
popularity,1,734,architecture_fans,0,Sagrada Familia,Sagrada Familia,True,0.8561654681025891,0.6995080051836775,0.3458598858582255,26,0.025555555555555557,0.415,0.3,0.1,0.8500000000000001,0.0
popularity,1,1580,architecture_fans,4,La Rambla,La Rambla,True,0.4894722085912068,0.06555103378240645,1.2447782402540741,0,0.018333333333333333,0.4116,0.45,0.2,0.8045,0.0435672384088926
popularity,1,476,history_religion,6,Barri Gotic,Gotic,True,0.6841669902304421,0.44558600601896436,2.8076680089744,0,0.023,0.4868,0.55,0.2,0.7785,0.0
popularity,1,1554,museum_culture,6,Barri Gotic,Gotic,True,0.7727670091183325,0.4810561829767398,0.3780337347123835,0,0.024,0.4868,0.55,0.2,0.7785,0.0
popularity,1,1141,food_local_markets,4,La Rambla,La Rambla,True,0.798731758635831,0.6588715232962334,3.4645483078070725,0,0.019166666666666665,0.4116,0.45,0.2,0.8045,0.0
popularity,1,1492,beach_nightlife,5,Mercat de la Boqueria,El Raval,True,0.5809313843534782,0.18960785146971265,2.183985261830219,0,0.026153846153846153,0.4905,0.85,0.1,0.7850000000000001,0.07643948416405767
popularity,1,1163,history_religion,5,Mercat de la Boqueria,El Raval,True,0.5561435734040847,0.23816818862528286,3.318914356022678,0,0.027692307692307693,0.4905,0.85,0.1,0.7850000000000001,0.0
popularity,1,1657,family_green,6,Barri Gotic,Gotic,True,0.4819862169189629,0.009707345673809369,1.4354478919833795,0,0.025,0.4868,0.55,0.2,0.7785,0.0
popularity,1,436,architecture_fans,0,Sagrada Familia,Sagrada Familia,True,0.7039492986471493,0.6316247619740745,1.4327810446039315,26,0.02666666666666667,0.415,0.3,0.1,0.8500000000000001,0.0
popularity,1,1742,family_green,1,Park Guell,La Salut,False,0.8285907050547966,0.5672752110318764,3.380798867244791,10,0.029411764705882353,0.644,0.35,0.9,0.6174999999999999,0.1183279603535677
popularity,1,1996,history_religion,6,Barri Gotic,Gotic,True,0.682303510015095,0.4577713092125465,2.370779937883877,0,0.026,0.4868,0.55,0.2,0.7785,0.0829772978259357
popularity,1,761,food_local_markets,5,Mercat de la Boqueria,El Raval,True,0.8563972456617782,0.6591833905663327,0.8918657410519895,0,0.02923076923076923,0.4905,0.85,0.1,0.7850000000000001,0.0
popularity,1,1759,architecture_fans,1,Park Guell,La Salut,False,0.6247488867949279,0.38422245383489634,1.6343133944587127,10,0.03058823529411765,0.644,0.35,0.9,0.6174999999999999,0.05720096880605495
popularity,1,1323,family_green,1,Park Guell,La Salut,False,0.8794674769510761,0.5656679683537773,1.5451894741438235,10,0.03176470588235294,0.644,0.35,0.9,0.6174999999999999,0.054081631595033826
popularity,1,837,family_green,1,Park Guell,La Salut,False,0.767130939397567,0.514544508287853,3.6370807158706326,10,0.03294117647058824,0.644,0.35,0.9,0.6174999999999999,0.12729782505547216
popularity,1,1063,architecture_fans,4,La Rambla,La Rambla,True,0.45321065830543633,0.06747853664270555,3.6944247097788794,0,0.02,0.4116,0.45,0.2,0.8045,0.22166548258673274
popularity,1,208,beach_nightlife,4,La Rambla,La Rambla,True,0.7153222669093099,0.5797301061862777,0.7862743744865209,0,0.020833333333333332,0.4116,0.45,0.2,0.8045,0.0
popularity,1,993,museum_culture,0,Sagrada Familia,Sagrada Familia,True,0.683002970584496,0.4025038305236793,1.6089135493337459,26,0.027777777777777776,0.415,0.3,0.1,0.8500000000000001,0.05631197422668111
popularity,1,703,food_local_markets,5,Mercat de la Boqueria,El Raval,True,0.824807257344738,0.6487032478952858,1.316861788419747,0,0.03076923076923077,0.4905,0.85,0.1,0.7850000000000001,0.046090162594691154
popularity,1,1898,history_religion,5,Mercat de la Boqueria,El Raval,True,0.6222246713987117,0.23251486960152942,1.128423266840159,0,0.03230769230769231,0.4905,0.85,0.1,0.7850000000000001,0.0
popularity,1,103,food_local_markets,6,Barri Gotic,Gotic,True,0.7103267025260745,0.44594688134086735,3.0513346432196546,0,0.027,0.4868,0.55,0.2,0.7785,0.10679671251268792
popularity,1,890,history_religion,0,Sagrada Familia,Sagrada Familia,True,0.7042271983794726,0.5729351908541584,1.5222902665286484,26,0.028888888888888888,0.415,0.3,0.1,0.8500000000000001,0.0
popularity,1,1276,architecture_fans,0,Sagrada Familia,Sagrada Familia,True,0.8189024694655606,0.6218176995240164,0.5403986270053401,26,0.03,0.415,0.3,0.1,0.8500000000000001,0.0
popularity,1,596,architecture_fans,6,Barri Gotic,Gotic,True,0.5890992638645807,0.23992080811312955,1.9096585228701226,0,0.028,0.4868,0.55,0.2,0.7785,0.0668380483004543
popularity,1,1872,food_local_markets,4,La Rambla,La Rambla,True,0.8581783017499655,0.633937698735249,1.3175807843424125,0,0.021666666666666667,0.4116,0.45,0.2,0.8045,0.04611532745198444
popularity,1,302,food_local_markets,2,Casa Batllo,Dreta Eixample,True,0.5515288037315774,0.03465651020322394,1.2970819319227038,35,0.014,0.3992,0.3,0.05,0.7915000000000001,0.0
popularity,1,1005,history_religion,1,Park Guell,La Salut,False,0.5365825392400155,0.30083571005562354,2.5772034863003945,10,0.03411764705882353,0.644,0.35,0.9,0.6174999999999999,0.0
popularity,1,1309,food_local_markets,5,Mercat de la Boqueria,El Raval,True,0.7962943198136274,0.6231647415679618,1.9575116400329864,0,0.033846153846153845,0.4905,0.85,0.1,0.7850000000000001,0.06851290740115452
popularity,1,365,museum_culture,6,Barri Gotic,Gotic,True,0.7295544273721272,0.4970555646489163,2.7204040848708586,0,0.029,0.4868,0.55,0.2,0.7785,0.48967273527675453
popularity,1,504,architecture_fans,4,La Rambla,La Rambla,True,0.47464880470154874,0.06733959928141396,0.868084472416455,0,0.0225,0.4116,0.45,0.2,0.8045,0.0
popularity,1,146,history_religion,5,Mercat de la Boqueria,El Raval,True,0.5589105211423686,0.2547344148285213,1.2482709036280932,0,0.03538461538461538,0.4905,0.85,0.1,0.7850000000000001,0.0
popularity,1,1407,architecture_fans,0,Sagrada Familia,Sagrada Familia,True,0.7119399152008091,0.587347311623056,3.8749497526189964,26,0.03111111111111111,0.415,0.3,0.1,0.8500000000000001,0.1356232413416649
popularity,1,489,food_local_markets,4,La Rambla,La Rambla,True,0.7753792488395282,0.6662520703281997,1.4955107796715832,0,0.023333333333333334,0.4116,0.45,0.2,0.8045,0.0
popularity,1,612,architecture_fans,0,Sagrada Familia,Sagrada Familia,True,0.8332537188603941,0.6738505753737701,1.7021321595871326,26,0.03222222222222222,0.415,0.3,0.1,0.8500000000000001,0.05957462558554965
