strategy,step,tourist_id,segment,poi_id,poi_name,neighbourhood,is_central,satisfaction,interest_match,distance_km,cost,crowd_ratio_after_visit,sustainable_value,local_economy,green,baseline_pressure,co2_kg
popularity,1,620,family_friendly,12,Mercat dels Encants,Dreta Eixample,True,0.48513015367537715,0.053300202147411754,0.3898332564539303,0.0,0.002857142857142857,0.293,1.0,0.0,0.7850000000000001,0.0
popularity,1,787,religion_fans,0,Barcelona Cathedral,Gotic,True,0.7582858409989179,0.5972804093581627,1.0927338013166916,10.0,0.01,0.6014999999999999,0.7,0.6,0.8174999999999999,0.0
popularity,1,2,food_lovers,17,Palau Macaya,Dreta Eixample,True,0.5321756757092576,0.049825842232374955,0.7136695817165857,0.0,0.005714285714285714,0.488,1.0,0.0,0.7850000000000001,0.0
popularity,1,753,architecture_fans,0,Barcelona Cathedral,Gotic,True,0.8355042743999679,0.7432073519369194,1.7552593449537925,10.0,0.011,0.6014999999999999,0.7,0.6,0.8174999999999999,0.06143407707338275
popularity,1,7,architecture_fans,17,Palau Macaya,Dreta Eixample,True,0.6880572613554656,0.419529276967598,1.6459058004292753,0.0,0.007142857142857143,0.488,1.0,0.0,0.7850000000000001,0.057606703015024636
popularity,1,903,beach_enthusiasts,19,Mercat de Gràcia,Dreta Eixample,True,0.5242298596754206,0.06727267784090922,1.6929098145331387,0.0,0.004285714285714286,0.293,1.0,0.0,0.7850000000000001,0.0
popularity,1,626,religion_fans,7,Barceloneta Beach,La Barceloneta,True,0.5425472396913562,0.0679561724590579,0.4709064003780289,0.0,0.005,0.5505,0.8,0.75,0.7850000000000001,0.0
popularity,1,51,family_friendly,7,Barceloneta Beach,La Barceloneta,True,0.48888531988281647,0.04982749269208926,0.5218650228670892,0.0,0.006,0.5505,0.8,0.75,0.7850000000000001,0.0
popularity,1,557,religion_fans,0,Barcelona Cathedral,Gotic,True,0.7757432765527356,0.6012453675079653,1.2206016550496839,10.0,0.012,0.6014999999999999,0.7,0.6,0.8174999999999999,0.0
popularity,1,310,family_friendly,0,Barcelona Cathedral,Gotic,True,0.4536462512516154,0.07208690281915653,1.8572632977564194,10.0,0.013,0.6014999999999999,0.7,0.6,0.8174999999999999,0.0
popularity,1,100,food_lovers,14,Sant Antoni Market,Dreta Eixample,True,0.6407543725618309,0.3018805551212173,0.34650474583797064,0.0,0.005714285714285714,0.293,1.0,0.0,0.7850000000000001,0.0
popularity,1,848,religion_fans,17,Palau Macaya,Dreta Eixample,True,0.510914126127983,0.07505823432883087,1.35830954092742,0.0,0.008571428571428572,0.488,1.0,0.0,0.7850000000000001,0.0
popularity,1,921,religion_fans,0,Barcelona Cathedral,Gotic,True,0.7125503096989451,0.5527702360752038,1.3221220068944746,10.0,0.014,0.6014999999999999,0.7,0.6,0.8174999999999999,0.0
popularity,1,45,architecture_fans,0,Barcelona Cathedral,Gotic,True,0.9048411100227933,0.728818554352018,0.024523857897988124,10.0,0.015,0.6014999999999999,0.7,0.6,0.8174999999999999,0.0
popularity,1,976,beach_enthusiasts,0,Barcelona Cathedral,Gotic,True,0.5088951907647198,0.10590366748360583,1.0138841303920576,10.0,0.016,0.6014999999999999,0.7,0.6,0.8174999999999999,0.0
popularity,1,136,architecture_fans,17,Palau Macaya,Dreta Eixample,True,0.6559664709105877,0.4079397116636064,0.6423686376929993,0.0,0.01,0.488,1.0,0.0,0.7850000000000001,0.0
popularity,1,128,religion_fans,0,Barcelona Cathedral,Gotic,True,0.8008511480933413,0.6603046944725076,0.4469618846758814,10.0,0.017,0.6014999999999999,0.7,0.6,0.8174999999999999,0.08045313924165864
popularity,1,605,food_lovers,0,Barcelona Cathedral,Gotic,True,0.5332545062739527,0.07199455281646322,1.1218952956365584,10.0,0.018,0.6014999999999999,0.7,0.6,0.8174999999999999,0.0
popularity,1,945,religion_fans,0,Barcelona Cathedral,Gotic,True,0.7966917919381931,0.6101505357432919,0.9790664337236336,10.0,0.019,0.6014999999999999,0.7,0.6,0.8174999999999999,0.0
popularity,1,773,food_lovers,0,Barcelona Cathedral,Gotic,True,0.5469299700024449,0.07038260232425232,1.087115577394155,10.0,0.02,0.6014999999999999,0.7,0.6,0.8174999999999999,0.0
popularity,1,941,architecture_fans,0,Barcelona Cathedral,Gotic,True,0.8296443004625218,0.7070278644111206,0.9863419307819764,10.0,0.021,0.6014999999999999,0.7,0.6,0.8174999999999999,0.0
popularity,1,613,architecture_fans,0,Barcelona Cathedral,Gotic,True,0.8967810443831652,0.7250206149071824,0.37125468566633557,10.0,0.022,0.6014999999999999,0.7,0.6,0.8174999999999999,0.0668258434199404
popularity,1,98,architecture_fans,0,Barcelona Cathedral,Gotic,True,0.8072402106526358,0.7310799381552237,0.32401221221808624,10.0,0.023,0.6014999999999999,0.7,0.6,0.8174999999999999,0.0
popularity,1,758,family_friendly,0,Barcelona Cathedral,Gotic,True,0.49105430747873013,0.08085248565003676,1.7121511094592152,10.0,0.024,0.6014999999999999,0.7,0.6,0.8174999999999999,0.05992528883107254
popularity,1,595,family_friendly,0,Barcelona Cathedral,Gotic,True,0.47330601652626564,0.08049984439427625,1.859239516993246,10.0,0.025,0.6014999999999999,0.7,0.6,0.8174999999999999,0.06507338309476361
popularity,1,470,food_lovers,12,Mercat dels Encants,Dreta Eixample,True,0.7318560580993525,0.37454675388615366,1.227478172089493,0.0,0.004285714285714286,0.293,1.0,0.0,0.7850000000000001,0.04296173602313226
popularity,1,25,science_lovers,0,Barcelona Cathedral,Gotic,True,0.7193060856924927,0.4545114247442244,0.2569208724439492,10.0,0.026,0.6014999999999999,0.7,0.6,0.8174999999999999,0.0
popularity,1,514,family_friendly,14,Sant Antoni Market,Dreta Eixample,True,0.5222323203589109,0.05070219770738473,0.7372817329640222,0.0,0.007142857142857143,0.293,1.0,0.0,0.7850000000000001,0.0
popularity,1,239,science_lovers,0,Barcelona Cathedral,Gotic,True,0.7400144106025228,0.48107531333525383,1.025011379636019,10.0,0.027,0.6014999999999999,0.7,0.6,0.8174999999999999,0.0
popularity,1,980,religion_fans,0,Barcelona Cathedral,Gotic,True,0.7636135315640067,0.6285326569204714,1.2402677133502569,10.0,0.028,0.6014999999999999,0.7,0.6,0.8174999999999999,0.04340936996725899
popularity,1,623,beach_enthusiasts,7,Barceloneta Beach,La Barceloneta,True,0.8049518252830683,0.6197730244311512,1.0477201662723266,0.0,0.007,0.5505,0.8,0.75,0.7850000000000001,0.0
popularity,1,252,food_lovers,12,Mercat dels Encants,Dreta Eixample,True,0.701617722545617,0.3661099299321949,1.2328072323161998,0.0,0.005714285714285714,0.293,1.0,0.0,0.7850000000000001,0.0
popularity,1,662,family_friendly,0,Barcelona Cathedral,Gotic,True,0.5088677261069564,0.07926777074351488,1.1353555931287111,10.0,0.029,0.6014999999999999,0.7,0.6,0.8174999999999999,0.0
popularity,1,171,architecture_fans,0,Barcelona Cathedral,Gotic,True,0.8881853931927229,0.7495992099706069,1.2488676889129422,10.0,0.03,0.6014999999999999,0.7,0.6,0.8174999999999999,0.04371036911195298
popularity,1,408,religion_fans,14,Sant Antoni Market,Dreta Eixample,True,0.5306153092648689,0.08642078458452655,0.8989649160911506,0.0,0.008571428571428572,0.293,1.0,0.0,0.7850000000000001,0.1618136848964071
popularity,1,993,architecture_fans,0,Barcelona Cathedral,Gotic,True,0.8076162215870231,0.7378951824121384,1.1559530745735271,10.0,0.031,0.6014999999999999,0.7,0.6,0.8174999999999999,0.0
popularity,1,592,architecture_fans,0,Barcelona Cathedral,Gotic,True,0.8835226434612076,0.7720765440427869,1.4117330500848855,10.0,0.032,0.6014999999999999,0.7,0.6,0.8174999999999999,0.0
popularity,1,701,food_lovers,12,Mercat dels Encants,Dreta Eixample,True,0.6608609531911356,0.34213936337533774,0.9686341975273592,0.0,0.007142857142857143,0.293,1.0,0.0,0.7850000000000001,0.0
popularity,1,427,architecture_fans,0,Barcelona Cathedral,Gotic,True,0.8385073248302187,0.7494706791526093,1.1544030126105385,10.0,0.033,0.6014999999999999,0.7,0.6,0.8174999999999999,0.0
popularity,1,457,food_lovers,12,Mercat dels Encants,Dreta Eixample,True,0.6875838747149385,0.32666415887398503,0.5020644081953527,0.0,0.008571428571428572,0.293,1.0,0.0,0.7850000000000001,0.0
popularity,1,454,religion_fans,0,Barcelona Cathedral,Gotic,True,0.7950816750188999,0.6536039223799976,1.2314509563781602,10.0,0.034,0.6014999999999999,0.7,0.6,0.8174999999999999,0.04310078347323561
popularity,1,151,science_lovers,14,Sant Antoni Market,Dreta Eixample,True,0.5382151258065611,0.04894674600183917,2.156769219198673,0.0,0.01,0.293,1.0,0.0,0.7850000000000001,0.07548692267195357
popularity,1,756,architecture_fans,0,Barcelona Cathedral,Gotic,True,0.8901772986734804,0.767399660579883,1.0897455853918776,10.0,0.035,0.6014999999999999,0.7,0.6,0.8174999999999999,0.0
popularity,1,250,architecture_fans,0,Barcelona Cathedral,Gotic,True,0.9081882245885005,0.751655756240458,0.1978727029444081,10.0,0.036,0.6014999999999999,0.7,0.6,0.8174999999999999,0.0
popularity,1,904,family_friendly,7,Barceloneta Beach,La Barceloneta,True,0.542463906269609,0.04893169300557454,1.127875230488259,0.0,0.008,0.5505,0.8,0.75,0.7850000000000001,0.0
popularity,1,324,religion_fans,0,Barcelona Cathedral,Gotic,True,0.7608641992919157,0.6334758180780358,1.5658739024394233,10.0,0.037,0.6014999999999999,0.7,0.6,0.8174999999999999,0.05480558658537982
popularity,1,439,architecture_fans,0,Barcelona Cathedral,Gotic,True,0.84112219610915,0.7448772526648668,1.021220897260065,10.0,0.038,0.6014999999999999,0.7,0.6,0.8174999999999999,0.0
popularity,1,650,family_friendly,7,Barceloneta Beach,La Barceloneta,True,0.5010365423274192,0.0533226327996099,0.3048133516848382,0.0,0.009,0.5505,0.8,0.75,0.7850000000000001,0.0
popularity,1,238,family_friendly,7,Barceloneta Beach,La Barceloneta,True,0.4920839250473036,0.051969897125643795,1.7267980635210534,0.0,0.01,0.5505,0.8,0.75,0.7850000000000001,0.0
popularity,1,498,beach_enthusiasts,17,Palau Macaya,Dreta Eixample,True,0.5968623421320206,0.0843403339000748,0.48921669904280213,0.0,0.011428571428571429,0.488,1.0,0.0,0.7850000000000001,0.0
popularity,1,806,food_lovers,0,Barcelona Cathedral,Gotic,True,0.4464363351130687,0.09158493433078604,1.9824809506099395,10.0,0.039,0.6014999999999999,0.7,0.6,0.8174999999999999,0.0
popularity,1,629,architecture_fans,7,Barceloneta Beach,La Barceloneta,True,0.46586379236153125,0.05321046238359104,0.9400734722644579,0.0,0.011,0.5505,0.8,0.75,0.7850000000000001,0.0
popularity,1,468,religion_fans,7,Barceloneta Beach,La Barceloneta,True,0.527332840717123,0.0821283730965634,0.9409705433744272,0.0,0.012,0.5505,0.8,0.75,0.7850000000000001,0.0
popularity,1,343,religion_fans,0,Barcelona Cathedral,Gotic,True,0.7967262413916331,0.6152454638671745,1.731397362254006,10.0,0.04,0.6014999999999999,0.7,0.6,0.8174999999999999,0.060598907678890215
popularity,1,664,science_lovers,0,Barcelona Cathedral,Gotic,True,0.7065800185597916,0.42430496973271853,1.5795163402920316,10.0,0.041,0.6014999999999999,0.7,0.6,0.8174999999999999,0.05528307191022111
popularity,1,671,food_lovers,14,Sant Antoni Market,Dreta Eixample,True,0.7394906880574645,0.4553368328601547,0.7457324304844922,0.0,0.011428571428571429,0.293,1.0,0.0,0.7850000000000001,0.0
popularity,1,652,beach_enthusiasts,17,Palau Macaya,Dreta Eixample,True,0.546838909787063,0.08099364465837998,1.5980387971305525,0.0,0.012857142857142857,0.488,1.0,0.0,0.7850000000000001,0.0
popularity,1,346,beach_enthusiasts,0,Barcelona Cathedral,Gotic,True,0.5733615577843244,0.13472846270548078,0.9327700621442325,10.0,0.042,0.6014999999999999,0.7,0.6,0.8174999999999999,0.0
popularity,1,381,religion_fans,0,Barcelona Cathedral,Gotic,True,0.7434109501059807,0.5653967163719682,0.8815774101992613,10.0,0.043,0.6014999999999999,0.7,0.6,0.8174999999999999,0.0
popularity,1,493,architecture_fans,0,Barcelona Cathedral,Gotic,True,0.7587181762008024,0.7254773398924415,0.6949025597975232,10.0,0.044,0.6014999999999999,0.7,0.6,0.8174999999999999,0.0
popularity,1,708,religion_fans,0,Barcelona Cathedral,Gotic,True,0.7300116699158756,0.5740976564222444,0.7753067091473601,10.0,0.045,0.6014999999999999,0.7,0.6,0.8174999999999999,0.0
popularity,1,513,architecture_fans,0,Barcelona Cathedral,Gotic,True,0.8124396790689331,0.7161441453222585,1.5592921668881268,10.0,0.046,0.6014999999999999,0.7,0.6,0.8174999999999999,0.05457522584108444
popularity,1,563,food_lovers,12,Mercat dels Encants,Dreta Eixample,True,0.6826234849917919,0.39097136154685225,1.4445206823098546,0.0,0.01,0.293,1.0,0.0,0.7850000000000001,0.0
popularity,1,857,architecture_fans,0,Barcelona Cathedral,Gotic,True,0.8981451421642435,0.7701245280795254,0.06045111742981631,10.0,0.047,0.6014999999999999,0.7,0.6,0.8174999999999999,0.010881201137366936
popularity,1,781,religion_fans,0,Barcelona Cathedral,Gotic,True,0.820263703099757,0.6497526542119372,1.4609096757464526,10.0,0.048,0.6014999999999999,0.7,0.6,0.8174999999999999,0.05113183865112585
popularity,1,135,architecture_fans,14,Sant Antoni Market,Dreta Eixample,True,0.4700446439334294,0.04895259540875015,0.808950996185892,0.0,0.012857142857142857,0.293,1.0,0.0,0.7850000000000001,0.0
popularity,1,232,food_lovers,0,Barcelona Cathedral,Gotic,True,0.5535481191142074,0.07088127183543226,0.36411984938439623,10.0,0.049,0.6014999999999999,0.7,0.6,0.8174999999999999,0.0
popularity,1,931,food_lovers,14,Sant Antoni Market,Dreta Eixample,True,0.6289373047199733,0.2968395308020324,1.645425746522404,0.0,0.014285714285714285,0.293,1.0,0.0,0.7850000000000001,0.057589901128284146
popularity,1,426,food_lovers,14,Sant Antoni Market,Dreta Eixample,True,0.7061746811277817,0.3258561093517612,0.6416422365087319,0.0,0.015714285714285715,0.293,1.0,0.0,0.7850000000000001,0.0
popularity,1,660,religion_fans,0,Barcelona Cathedral,Gotic,True,0.7601385306990799,0.5768677156048357,0.2040546801786268,10.0,0.05,0.6014999999999999,0.7,0.6,0.8174999999999999,0.03672984243215282
popularity,1,995,religion_fans,7,Barceloneta Beach,La Barceloneta,True,0.5390708669513827,0.07160857511218112,0.9306233376633272,0.0,0.013,0.5505,0.8,0.75,0.7850000000000001,0.0
popularity,1,36,food_lovers,14,Sant Antoni Market,Dreta Eixample,True,0.6983367550457026,0.3610515465461107,0.6866769395790254,0.0,0.017142857142857144,0.293,1.0,0.0,0.7850000000000001,0.0
popularity,1,545,religion_fans,0,Barcelona Cathedral,Gotic,True,0.7424602540730332,0.6257488571629958,1.1950601562109835,10.0,0.051,0.6014999999999999,0.7,0.6,0.8174999999999999,0.0
popularity,1,116,family_friendly,17,Palau Macaya,Dreta Eixample,True,0.5198655578062307,0.05295439671375666,0.6886838913841031,0.0,0.014285714285714285,0.488,1.0,0.0,0.7850000000000001,0.0
popularity,1,434,food_lovers,14,Sant Antoni Market,Dreta Eixample,True,0.6474532482486546,0.39313056982322087,0.6516911260789946,0.0,0.018571428571428572,0.293,1.0,0.0,0.7850000000000001,0.0
popularity,1,390,food_lovers,14,Sant Antoni Market,Dreta Eixample,True,0.693260100550927,0.4168831081214754,0.5959467427747189,0.0,0.02,0.293,1.0,0.0,0.7850000000000001,0.0
popularity,1,751,family_friendly,17,Palau Macaya,Dreta Eixample,True,0.5107882318301871,0.06209720187479251,0.5920133459660408,0.0,0.015714285714285715,0.488,1.0,0.0,0.7850000000000001,0.0
popularity,1,797,religion_fans,0,Barcelona Cathedral,Gotic,True,0.7482538164549445,0.5680588918665063,0.808382147600877,10.0,0.052,0.6014999999999999,0.7,0.6,0.8174999999999999,0.0
popularity,1,180,family_friendly,17,Palau Macaya,Dreta Eixample,True,0.47744719391489077,0.055640950678597506,1.4033988813356428,0.0,0.017142857142857144,0.488,1.0,0.0,0.7850000000000001,0.0
popularity,1,152,religion_fans,0,Barcelona Cathedral,Gotic,True,0.7127254334834098,0.6162494096899259,0.8378518633030401,10.0,0.053,0.6014999999999999,0.7,0.6,0.8174999999999999,0.0
popularity,1,38,architecture_fans,7,Barceloneta Beach,La Barceloneta,True,0.5324814967484822,0.04886871352510682,0.7210178613056392,0.0,0.014,0.5505,0.8,0.75,0.7850000000000001,0.0
popularity,1,946,food_lovers,14,Sant Antoni Market,Dreta Eixample,True,0.663302726522283,0.30993572318104495,0.7547664898184338,0.0,0.02142857142857143,0.293,1.0,0.0,0.7850000000000001,0.0
popularity,1,710,science_lovers,0,Barcelona Cathedral,Gotic,True,0.6822198322596807,0.3845361437006071,0.5307487178688514,10.0,0.054,0.6014999999999999,0.7,0.6,0.8174999999999999,0.0
popularity,1,789,beach_enthusiasts,7,Barceloneta Beach,La Barceloneta,True,0.7938427599202103,0.5759508947632642,0.5617749099718946,0.0,0.015,0.5505,0.8,0.75,0.7850000000000001,0.0
popularity,1,558,science_lovers,0,Barcelona Cathedral,Gotic,True,0.6131347528167302,0.40916396283239437,0.9285054086233315,10.0,0.055,0.6014999999999999,0.7,0.6,0.8174999999999999,0.0
popularity,1,142,food_lovers,0,Barcelona Cathedral,Gotic,True,0.5385925408843777,0.08427007415786297,0.7207414818224578,10.0,0.056,0.6014999999999999,0.7,0.6,0.8174999999999999,0.0
popularity,1,166,family_friendly,0,Barcelona Cathedral,Gotic,True,0.4829637051956232,0.06544987249722378,1.60271601853296,10.0,0.057,0.6014999999999999,0.7,0.6,0.8174999999999999,0.056095060648653605
popularity,1,990,architecture_fans,0,Barcelona Cathedral,Gotic,True,0.8151094727377822,0.7456181538725047,1.5521274549674877,10.0,0.058,0.6014999999999999,0.7,0.6,0.8174999999999999,0.0
popularity,1,83,religion_fans,0,Barcelona Cathedral,Gotic,True,0.8045905210969672,0.6577358231475376,0.3326151198038076,10.0,0.059,0.6014999999999999,0.7,0.6,0.8174999999999999,0.0
popularity,1,914,religion_fans,0,Barcelona Cathedral,Gotic,True,0.801892999152529,0.6649530826674298,0.88994583079772,10.0,0.06,0.6014999999999999,0.7,0.6,0.8174999999999999,0.0
popularity,1,230,family_friendly,14,Sant Antoni Market,Dreta Eixample,True,0.4785319837506757,0.043324599351841554,1.0811657934018035,0.0,0.022857142857142857,0.293,1.0,0.0,0.7850000000000001,0.0
popularity,1,885,religion_fans,0,Barcelona Cathedral,Gotic,True,0.8181128641814923,0.6288072264761884,0.8193783196002538,10.0,0.061,0.6014999999999999,0.7,0.6,0.8174999999999999,0.0
popularity,1,413,religion_fans,0,Barcelona Cathedral,Gotic,True,0.781389353580654,0.6155232239363123,0.5444930750703257,10.0,0.062,0.6014999999999999,0.7,0.6,0.8174999999999999,0.0
popularity,1,125,family_friendly,7,Barceloneta Beach,La Barceloneta,True,0.49736250895087475,0.05040648439971818,0.19679680812458086,0.0,0.016,0.5505,0.8,0.75,0.7850000000000001,0.0
popularity,1,726,architecture_fans,17,Palau Macaya,Dreta Eixample,True,0.7091227488385304,0.41126135147414156,0.8950078385223648,0.0,0.018571428571428572,0.488,1.0,0.0,0.7850000000000001,0.0
popularity,1,865,family_friendly,12,Mercat dels Encants,Dreta Eixample,True,0.4824285398370748,0.04741812967870705,1.0948786715657353,0.0,0.011428571428571429,0.293,1.0,0.0,0.7850000000000001,0.0
popularity,1,638,food_lovers,7,Barceloneta Beach,La Barceloneta,True,0.5075784926823445,0.04591981907352457,0.365349819907957,0.0,0.017,0.5505,0.8,0.75,0.7850000000000001,0.0
popularity,1,96,architecture_fans,0,Barcelona Cathedral,Gotic,True,0.8287043560508266,0.7088095009915905,0.885956843245354,10.0,0.063,0.6014999999999999,0.7,0.6,0.8174999999999999,0.0
popularity,1,764,food_lovers,14,Sant Antoni Market,Dreta Eixample,True,0.6692546309075043,0.3579326496971175,1.4991019165590238,0.0,0.024285714285714285,0.293,1.0,0.0,0.7850000000000001,0.26983834498062426
popularity,1,79,food_lovers,7,Barceloneta Beach,La Barceloneta,True,0.5695237181234148,0.05155439831793914,0.26712815907214643,0.0,0.018,0.5505,0.8,0.75,0.7850000000000001,0.0
popularity,1,579,beach_enthusiasts,7,Barceloneta Beach,La Barceloneta,True,0.7924761585751356,0.6085459928004413,1.26062230855626,0.0,0.019,0.5505,0.8,0.75,0.7850000000000001,0.0
popularity,1,421,architecture_fans,17,Palau Macaya,Dreta Eixample,True,0.67460345501879,0.424122059055285,0.4179968394711736,0.0,0.02,0.488,1.0,0.0,0.7850000000000001,0.0
popularity,1,179,science_lovers,0,Barcelona Cathedral,Gotic,True,0.5842895119279434,0.3388734460555681,0.7833975985480021,10.0,0.064,0.6014999999999999,0.7,0.6,0.8174999999999999,0.0
popularity,1,248,beach_enthusiasts,0,Barcelona Cathedral,Gotic,True,0.5836717064601386,0.11511232056450077,0.36533664153296713,10.0,0.065,0.6014999999999999,0.7,0.6,0.8174999999999999,0.0
popularity,1,889,architecture_fans,20,MNAC,Montjuic,False,0.8511559953344084,0.7678131284688422,0.49687748546718646,10.0,0.002,0.5745,0.7,0.4,0.5525,0.0
popularity,1,771,family_friendly,12,Mercat dels Encants,Dreta Eixample,True,0.5024967180567366,0.05300698174842321,0.9828782476656515,0.0,0.012857142857142857,0.293,1.0,0.0,0.7850000000000001,0.0
popularity,1,435,religion_fans,0,Barcelona Cathedral,Gotic,True,0.7957012995250086,0.6202231851244306,1.01068575012469,10.0,0.066,0.6014999999999999,0.7,0.6,0.8174999999999999,0.0
popularity,1,860,science_lovers,14,Sant Antoni Market,Dreta Eixample,True,0.48709006558808643,0.050758657659330915,1.161296779992202,0.0,0.025714285714285714,0.293,1.0,0.0,0.7850000000000001,0.0
popularity,1,582,science_lovers,17,Palau Macaya,Dreta Eixample,True,0.5227712616437415,0.048129148442757556,1.476858830183543,0.0,0.02142857142857143,0.488,1.0,0.0,0.7850000000000001,0.05169005905642401
popularity,1,302,food_lovers,19,Mercat de Gràcia,Dreta Eixample,True,0.6560786780978222,0.3866247332119323,1.3958510526000574,0.0,0.005714285714285714,0.293,1.0,0.0,0.7850000000000001,0.0
popularity,1,987,family_friendly,19,Mercat de Gràcia,Dreta Eixample,True,0.4904980383145462,0.059364316843307854,1.4478044912120438,0.0,0.007142857142857143,0.293,1.0,0.0,0.7850000000000001,0.0
popularity,1,131,family_friendly,7,Barceloneta Beach,La Barceloneta,True,0.5182140741228527,0.05339046039938036,1.3214503467941596,0.0,0.02,0.5505,0.8,0.75,0.7850000000000001,0.04625076213779559
popularity,1,199,architecture_fans,0,Barcelona Cathedral,Gotic,True,0.8717841081541396,0.75034809878721,1.3260103093283828,10.0,0.067,0.6014999999999999,0.7,0.6,0.8174999999999999,0.046410360826493406
popularity,1,996,religion_fans,0,Barcelona Cathedral,Gotic,True,0.734994871758538,0.563585979300834,0.7574252215939358,10.0,0.068,0.6014999999999999,0.7,0.6,0.8174999999999999,0.0
