precision_at_5,recall_at_5,diversity,constraint_respect,mean_recommendation_sustainability,strategy,step,tourist_id,recommended_poi_ids,recommended_poi_names,recommended_neighbourhoods
0.0,0.0,0.8083333333333333,1.0,0.4452,popularity,1,978,0|17|7|12|14,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Mercat dels Encants | Sant Antoni Market,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.4,0.125,0.8083333333333333,1.0,0.4452,popularity,1,972,0|17|7|14|12,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Sant Antoni Market | Mercat dels Encants,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.2,0.058823529411764705,0.8083333333333333,0.8,0.4452,popularity,1,593,0|17|7|14|12,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Sant Antoni Market | Mercat dels Encants,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.2,0.0625,0.8083333333333333,1.0,0.4452,popularity,1,994,0|17|7|14|12,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Sant Antoni Market | Mercat dels Encants,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.2,0.0625,0.8083333333333333,0.8,0.4452,popularity,1,285,0|17|7|19|14,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Mercat de Gràcia | Sant Antoni Market,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.2,0.0625,0.8083333333333333,1.0,0.4452,popularity,1,554,0|17|7|14|12,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Sant Antoni Market | Mercat dels Encants,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.4,0.125,0.8083333333333333,1.0,0.4452,popularity,1,467,0|17|7|14|12,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Sant Antoni Market | Mercat dels Encants,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.2,0.058823529411764705,0.8083333333333333,1.0,0.4452,popularity,1,276,0|17|7|12|14,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Mercat dels Encants | Sant Antoni Market,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.4,0.125,0.8083333333333333,1.0,0.4452,popularity,1,55,0|17|7|14|12,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Sant Antoni Market | Mercat dels Encants,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.4,0.125,0.8,1.0,0.5015,popularity,1,61,0|17|7|20|19,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | MNAC | Mercat de Gràcia,Gotic | Dreta Eixample | La Barceloneta | Montjuic | Dreta Eixample
0.2,0.0625,0.8083333333333333,1.0,0.4452,popularity,1,839,0|17|7|12|14,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Mercat dels Encants | Sant Antoni Market,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.2,0.0625,0.8083333333333333,1.0,0.4452,popularity,1,425,0|17|7|12|14,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Mercat dels Encants | Sant Antoni Market,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.4,0.125,0.8083333333333333,1.0,0.4452,popularity,1,82,0|17|7|12|14,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Mercat dels Encants | Sant Antoni Market,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.0,0.0,0.8083333333333333,1.0,0.4452,popularity,1,620,0|17|7|14|12,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Sant Antoni Market | Mercat dels Encants,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.4,0.125,0.8083333333333333,1.0,0.4452,popularity,1,787,0|17|7|12|14,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Mercat dels Encants | Sant Antoni Market,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.6,0.1875,0.8083333333333333,1.0,0.4452,popularity,1,2,0|17|7|12|14,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Mercat dels Encants | Sant Antoni Market,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.2,0.0625,0.8083333333333333,1.0,0.4452,popularity,1,753,0|17|7|14|12,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Sant Antoni Market | Mercat dels Encants,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.4,0.125,0.8083333333333333,1.0,0.4452,popularity,1,7,0|17|7|12|14,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Mercat dels Encants | Sant Antoni Market,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.6,0.1875,0.8,1.0,0.5015,popularity,1,903,0|17|7|20|19,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | MNAC | Mercat de Gràcia,Gotic | Dreta Eixample | La Barceloneta | Montjuic | Dreta Eixample
0.2,0.0625,0.8083333333333333,1.0,0.4452,popularity,1,626,0|17|7|12|14,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Mercat dels Encants | Sant Antoni Market,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.0,0.0,0.8083333333333333,1.0,0.4452,popularity,1,51,0|17|7|12|14,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Mercat dels Encants | Sant Antoni Market,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.2,0.0625,0.8083333333333333,1.0,0.4452,popularity,1,557,0|17|7|12|14,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Mercat dels Encants | Sant Antoni Market,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.2,0.0625,0.8,1.0,0.5015,popularity,1,310,0|17|7|20|19,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | MNAC | Mercat de Gràcia,Gotic | Dreta Eixample | La Barceloneta | Montjuic | Dreta Eixample
0.8,0.25,0.8083333333333333,1.0,0.4452,popularity,1,100,0|17|7|14|12,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Sant Antoni Market | Mercat dels Encants,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.2,0.0625,0.8083333333333333,1.0,0.4452,popularity,1,848,0|17|7|14|12,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Sant Antoni Market | Mercat dels Encants,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.4,0.125,0.8,1.0,0.5015,popularity,1,921,0|17|7|20|19,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | MNAC | Mercat de Gràcia,Gotic | Dreta Eixample | La Barceloneta | Montjuic | Dreta Eixample
0.2,0.0625,0.8083333333333333,1.0,0.4452,popularity,1,45,0|17|7|14|12,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Sant Antoni Market | Mercat dels Encants,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.4,0.125,0.8083333333333333,0.8,0.4452,popularity,1,976,0|17|7|19|14,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Mercat de Gràcia | Sant Antoni Market,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.4,0.125,0.8083333333333333,1.0,0.4452,popularity,1,136,0|17|7|19|14,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Mercat de Gràcia | Sant Antoni Market,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.2,0.0625,0.8083333333333333,1.0,0.4452,popularity,1,128,0|17|7|14|12,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Sant Antoni Market | Mercat dels Encants,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.4,0.11764705882352941,0.8083333333333333,1.0,0.4452,popularity,1,605,0|17|7|12|14,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Mercat dels Encants | Sant Antoni Market,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.4,0.125,0.8083333333333333,1.0,0.4452,popularity,1,945,0|17|7|12|14,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Mercat dels Encants | Sant Antoni Market,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.4,0.125,0.8083333333333333,1.0,0.4452,popularity,1,773,0|17|7|14|12,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Sant Antoni Market | Mercat dels Encants,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.2,0.0625,0.8083333333333333,1.0,0.4452,popularity,1,941,0|17|7|12|14,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Mercat dels Encants | Sant Antoni Market,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.4,0.1111111111111111,0.8083333333333333,1.0,0.4452,popularity,1,613,0|17|7|14|12,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Sant Antoni Market | Mercat dels Encants,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.2,0.0625,0.8083333333333333,1.0,0.4452,popularity,1,98,0|17|7|14|12,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Sant Antoni Market | Mercat dels Encants,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.0,0.0,0.8083333333333333,1.0,0.4452,popularity,1,758,0|17|7|12|14,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Mercat dels Encants | Sant Antoni Market,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.0,0.0,0.8083333333333333,0.8,0.4452,popularity,1,595,0|17|7|12|14,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Mercat dels Encants | Sant Antoni Market,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.6,0.1875,0.8083333333333333,1.0,0.4452,popularity,1,470,0|17|7|12|14,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Mercat dels Encants | Sant Antoni Market,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.2,0.0625,0.8083333333333333,1.0,0.4452,popularity,1,25,0|17|7|14|12,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Sant Antoni Market | Mercat dels Encants,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.0,0.0,0.8083333333333333,1.0,0.4452,popularity,1,514,0|17|7|12|14,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Mercat dels Encants | Sant Antoni Market,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.2,0.0625,0.8083333333333333,1.0,0.4452,popularity,1,239,0|17|7|12|14,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Mercat dels Encants | Sant Antoni Market,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.2,0.0625,0.8083333333333333,1.0,0.4452,popularity,1,980,0|17|7|12|14,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Mercat dels Encants | Sant Antoni Market,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.4,0.125,0.8083333333333333,1.0,0.4452,popularity,1,623,0|17|7|12|14,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Mercat dels Encants | Sant Antoni Market,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.4,0.125,0.8083333333333333,1.0,0.4452,popularity,1,252,0|17|7|14|12,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Sant Antoni Market | Mercat dels Encants,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.0,0.0,0.8083333333333333,1.0,0.4452,popularity,1,662,0|17|7|12|14,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Mercat dels Encants | Sant Antoni Market,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.2,0.0625,0.8083333333333333,1.0,0.4452,popularity,1,171,0|17|7|12|14,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Mercat dels Encants | Sant Antoni Market,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.2,0.058823529411764705,0.8083333333333333,1.0,0.4452,popularity,1,408,0|17|7|12|14,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Mercat dels Encants | Sant Antoni Market,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.2,0.058823529411764705,0.8083333333333333,1.0,0.4452,popularity,1,993,0|17|7|12|14,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Mercat dels Encants | Sant Antoni Market,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.2,0.0625,0.8083333333333333,1.0,0.4452,popularity,1,592,0|17|7|12|14,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Mercat dels Encants | Sant Antoni Market,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.6,0.1875,0.8083333333333333,1.0,0.4452,popularity,1,701,0|17|7|12|14,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Mercat dels Encants | Sant Antoni Market,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.6,0.1875,0.8,1.0,0.5015,popularity,1,427,0|17|7|20|19,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | MNAC | Mercat de Gràcia,Gotic | Dreta Eixample | La Barceloneta | Montjuic | Dreta Eixample
0.6,0.1875,0.8083333333333333,1.0,0.4452,popularity,1,457,0|17|7|14|12,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Sant Antoni Market | Mercat dels Encants,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.2,0.0625,0.8083333333333333,1.0,0.4452,popularity,1,454,0|17|7|12|14,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Mercat dels Encants | Sant Antoni Market,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.2,0.0625,0.8083333333333333,1.0,0.4452,popularity,1,151,0|17|7|12|14,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Mercat dels Encants | Sant Antoni Market,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.2,0.0625,0.8083333333333333,1.0,0.4452,popularity,1,756,0|17|7|12|14,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Mercat dels Encants | Sant Antoni Market,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.4,0.125,0.8083333333333333,1.0,0.4452,popularity,1,250,0|17|7|14|12,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Sant Antoni Market | Mercat dels Encants,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.0,0.0,0.8083333333333333,1.0,0.4452,popularity,1,904,0|17|7|14|12,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Sant Antoni Market | Mercat dels Encants,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.2,0.0625,0.8083333333333333,1.0,0.4452,popularity,1,324,0|17|7|12|14,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Mercat dels Encants | Sant Antoni Market,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.2,0.0625,0.8083333333333333,1.0,0.4452,popularity,1,439,0|17|7|12|14,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Mercat dels Encants | Sant Antoni Market,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.0,0.0,0.8083333333333333,1.0,0.4452,popularity,1,650,0|17|7|14|12,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Sant Antoni Market | Mercat dels Encants,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.0,0.0,0.8083333333333333,1.0,0.4452,popularity,1,238,0|17|7|12|14,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Mercat dels Encants | Sant Antoni Market,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.6,0.1875,0.8083333333333333,1.0,0.4452,popularity,1,498,0|17|7|14|12,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Sant Antoni Market | Mercat dels Encants,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.6,0.1875,0.8083333333333333,0.8,0.4452,popularity,1,806,0|17|7|12|14,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Mercat dels Encants | Sant Antoni Market,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.4,0.125,0.8,1.0,0.5015,popularity,1,629,0|17|7|20|19,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | MNAC | Mercat de Gràcia,Gotic | Dreta Eixample | La Barceloneta | Montjuic | Dreta Eixample
0.4,0.125,0.8083333333333333,1.0,0.4452,popularity,1,468,0|17|7|12|14,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Mercat dels Encants | Sant Antoni Market,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.2,0.0625,0.8083333333333333,1.0,0.4452,popularity,1,343,0|17|7|12|14,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Mercat dels Encants | Sant Antoni Market,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.2,0.0625,0.8083333333333333,1.0,0.4452,popularity,1,664,0|17|7|12|14,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Mercat dels Encants | Sant Antoni Market,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.8,0.25,0.8083333333333333,0.8,0.4452,popularity,1,671,17|0|7|19|14,Palau Macaya | Barcelona Cathedral | Barceloneta Beach | Mercat de Gràcia | Sant Antoni Market,Dreta Eixample | Gotic | La Barceloneta | Dreta Eixample | Dreta Eixample
0.6,0.1875,0.8083333333333333,0.8,0.4452,popularity,1,652,0|17|7|14|12,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Sant Antoni Market | Mercat dels Encants,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.4,0.125,0.8083333333333333,0.8,0.4452,popularity,1,346,0|17|7|19|14,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Mercat de Gràcia | Sant Antoni Market,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.2,0.0625,0.8083333333333333,1.0,0.4452,popularity,1,381,0|17|7|12|14,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Mercat dels Encants | Sant Antoni Market,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.4,0.125,0.8083333333333333,0.8,0.4452,popularity,1,493,0|17|7|12|19,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Mercat dels Encants | Mercat de Gràcia,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.2,0.05555555555555555,0.8083333333333333,1.0,0.4452,popularity,1,708,0|17|7|12|14,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Mercat dels Encants | Sant Antoni Market,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.4,0.125,0.8083333333333333,1.0,0.4452,popularity,1,513,0|17|7|14|12,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Sant Antoni Market | Mercat dels Encants,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.8,0.25,0.8083333333333333,0.8,0.4452,popularity,1,563,0|17|7|12|19,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Mercat dels Encants | Mercat de Gràcia,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.4,0.125,0.8083333333333333,1.0,0.4452,popularity,1,857,0|17|7|14|12,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Sant Antoni Market | Mercat dels Encants,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.2,0.0625,0.8083333333333333,1.0,0.4452,popularity,1,781,0|17|7|12|14,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Mercat dels Encants | Sant Antoni Market,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.2,0.0625,0.8083333333333333,1.0,0.4452,popularity,1,135,0|7|17|12|14,Barcelona Cathedral | Barceloneta Beach | Palau Macaya | Mercat dels Encants | Sant Antoni Market,Gotic | La Barceloneta | Dreta Eixample | Dreta Eixample | Dreta Eixample
0.8,0.25,0.8083333333333333,1.0,0.4452,popularity,1,232,0|17|7|14|12,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Sant Antoni Market | Mercat dels Encants,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.6,0.1875,0.8083333333333333,1.0,0.4452,popularity,1,931,0|17|7|12|14,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Mercat dels Encants | Sant Antoni Market,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.6,0.16666666666666666,0.8083333333333333,1.0,0.4452,popularity,1,426,0|17|7|12|14,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Mercat dels Encants | Sant Antoni Market,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.2,0.0625,0.8083333333333333,1.0,0.4452,popularity,1,660,0|17|7|14|12,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Sant Antoni Market | Mercat dels Encants,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.2,0.0625,0.8083333333333333,1.0,0.4452,popularity,1,995,0|17|7|12|14,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Mercat dels Encants | Sant Antoni Market,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.6,0.1875,0.8083333333333333,1.0,0.4452,popularity,1,36,0|17|7|12|14,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Mercat dels Encants | Sant Antoni Market,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.4,0.125,0.8,1.0,0.5015,popularity,1,545,0|17|7|20|19,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | MNAC | Mercat de Gràcia,Gotic | Dreta Eixample | La Barceloneta | Montjuic | Dreta Eixample
0.0,0.0,0.8083333333333333,1.0,0.4452,popularity,1,116,0|17|7|12|14,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Mercat dels Encants | Sant Antoni Market,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.8,0.25,0.8083333333333333,0.8,0.4452,popularity,1,434,0|17|7|19|14,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Mercat de Gràcia | Sant Antoni Market,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.4,0.125,0.8083333333333333,1.0,0.4452,popularity,1,390,0|7|17|12|14,Barcelona Cathedral | Barceloneta Beach | Palau Macaya | Mercat dels Encants | Sant Antoni Market,Gotic | La Barceloneta | Dreta Eixample | Dreta Eixample | Dreta Eixample
0.0,0.0,0.8083333333333333,1.0,0.4452,popularity,1,751,0|17|7|12|14,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Mercat dels Encants | Sant Antoni Market,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.2,0.058823529411764705,0.8083333333333333,1.0,0.4452,popularity,1,797,0|17|7|14|12,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Sant Antoni Market | Mercat dels Encants,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.0,0.0,0.8083333333333333,1.0,0.4452,popularity,1,180,0|17|7|12|14,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Mercat dels Encants | Sant Antoni Market,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.6,0.1875,0.8083333333333333,0.8,0.4452,popularity,1,152,0|17|7|14|12,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Sant Antoni Market | Mercat dels Encants,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
