strategy,step,poi_id,poi_name,neighbourhood,visits_this_step,capacity,crowd_ratio
popularity,2,18,Egyptian Museum,Dreta Eixample,0,300,0.0
popularity,2,19,Mercat de Gràcia,Dreta Eixample,164,700,0.2342857142857143
popularity,2,20,MNAC,Montjuic,0,1000,0.0
popularity,2,21,Fundacio Joan Miro,Montjuic,0,200,0.0
popularity,2,22,Poble Espanyol,Montjuic,0,500,0.0
popularity,2,23,Magic Fountain,Montjuic,0,200,0.0
popularity,2,24,CaixaForum,Montjuic,0,300,0.0
popularity,2,25,Olympic Stadium,Montjuic,0,500,0.0
popularity,2,26,Joan Miro Foundation gardens,Montjuic,0,300,0.0
popularity,2,27,Hostafrancs Market,Montjuic,0,200,0.0
popularity,2,28,Port Vell promenade,Port Vell,0,500,0.0
popularity,2,29,Poble Sec,Poble Sec,0,300,0.0
popularity,2,30,Park Güell,Vila de Gracia,0,700,0.0
popularity,2,31,Temple del Tibidabo,Horta,0,600,0.0
popularity,2,32,Bunkers del Carmel,El Carmel,0,400,0.0
popularity,2,33,Mercat de la Llibertat,Vila de Gracia,0,500,0.0
popularity,2,34,Labyrinth Park of Horta,Horta,0,400,0.0
popularity,2,35,Gracia squares,Vila de Gracia,0,300,0.0
popularity,2,36,Guinardo Park,Guinardo,0,300,0.0
popularity,2,37,Fabra Observatory,El Carmel,0,200,0.0
popularity,2,38,Glories Tower,Glories,0,700,0.0
popularity,2,39,Design Museum,Diagonal Mar,0,450,0.0
popularity,2,40,Rambla del Poblenou,Poblenou,0,1500,0.0
popularity,2,41,Bogatell Beach,Diagonal Mar,0,700,0.0
popularity,2,42,Forum Park,Sant Marti,0,700,0.0
popularity,2,43,Natural Science Museum,Sant Marti,0,450,0.0
popularity,2,44,Fabra i Coats,Sant Andreu,0,450,0.0
popularity,2,45,Sant Andreu old town,Sant Andreu,0,700,0.0
popularity,2,46,Clot Park,El Clot,0,700,0.0
popularity,2,47,Camp Nou Museum,Sarria,0,300,0.0
popularity,2,48,Torre Bellesguard,Pedralbes,0,450,0.0
popularity,2,49,Collserola viewpoints,Collserola,0,900,0.0
popularity,2,50,Sarria old town,Sarria,0,700,0.0
popularity,2,51,Pedralbes Monastery,Pedralbes,0,300,0.0
popularity,2,52,CosmoCaixa,Collserola,0,900,0.0
popularity,2,53,Carretera de les Aigues,Collserola,0,900,0.0
popularity,2,54,Monastery gardens,Sant Gervasi,0,700,0.0
popularity,2,55,Pedralbes Gardens,Pedralbes,0,700,0.0
popularity,2,56,Sant Gervasi market area,Sant Gervasi,0,700,0.0
popularity,3,0,Barcelona Cathedral,Gotic,81,1000,0.081
popularity,3,1,Mercat de la Boqueria,La Barceloneta,0,600,0.0
popularity,3,2,Ciutadella Park,El Born,0,1000,0.0
popularity,3,3,Picasso Museum,El Raval,0,500,0.0
popularity,3,4,History Museum of Catalonia,La Rambla,0,300,0.0
popularity,3,5,Palau Guell,El Raval,0,300,0.0
popularity,3,6,Maritime Museum,La Barceloneta,0,400,0.0
popularity,3,7,Barceloneta Beach,La Barceloneta,129,1000,0.129
popularity,3,8,Born Cultural Centre,El Born,0,500,0.0
popularity,3,9,Sant Pere Church,Gotic,0,200,0.0
popularity,3,10,Casa Batllo,Dreta Eixample,33,300,0.11
popularity,3,11,La Pedrera,Dreta Eixample,154,300,0.5133333333333333
popularity,3,12,Mercat dels Encants,Dreta Eixample,141,700,0.20142857142857143
popularity,3,13,Casa Amatller,Dreta Eixample,1,300,0.0033333333333333335
popularity,3,14,Sant Antoni Market,Dreta Eixample,148,700,0.21142857142857144
popularity,3,15,Joan Miró Park,Dreta Eixample,17,700,0.024285714285714285
popularity,3,16,Casa Vicens,Dreta Eixample,10,300,0.03333333333333333
popularity,3,17,Palau Macaya,Dreta Eixample,133,700,0.19
popularity,3,18,Egyptian Museum,Dreta Eixample,7,300,0.023333333333333334
popularity,3,19,Mercat de Gràcia,Dreta Eixample,137,700,0.1957142857142857
popularity,3,20,MNAC,Montjuic,3,1000,0.003
popularity,3,21,Fundacio Joan Miro,Montjuic,0,200,0.0
popularity,3,22,Poble Espanyol,Montjuic,0,500,0.0
popularity,3,23,Magic Fountain,Montjuic,0,200,0.0
popularity,3,24,CaixaForum,Montjuic,0,300,0.0
popularity,3,25,Olympic Stadium,Montjuic,0,500,0.0
popularity,3,26,Joan Miro Foundation gardens,Montjuic,0,300,0.0
popularity,3,27,Hostafrancs Market,Montjuic,0,200,0.0
popularity,3,28,Port Vell promenade,Port Vell,0,500,0.0
popularity,3,29,Poble Sec,Poble Sec,0,300,0.0
popularity,3,30,Park Güell,Vila de Gracia,0,700,0.0
popularity,3,31,Temple del Tibidabo,Horta,0,600,0.0
popularity,3,32,Bunkers del Carmel,El Carmel,0,400,0.0
popularity,3,33,Mercat de la Llibertat,Vila de Gracia,0,500,0.0
popularity,3,34,Labyrinth Park of Horta,Horta,0,400,0.0
popularity,3,35,Gracia squares,Vila de Gracia,0,300,0.0
popularity,3,36,Guinardo Park,Guinardo,0,300,0.0
popularity,3,37,Fabra Observatory,El Carmel,0,200,0.0
popularity,3,38,Glories Tower,Glories,6,700,0.008571428571428572
popularity,3,39,Design Museum,Diagonal Mar,0,450,0.0
popularity,3,40,Rambla del Poblenou,Poblenou,0,1500,0.0
popularity,3,41,Bogatell Beach,Diagonal Mar,0,700,0.0
popularity,3,42,Forum Park,Sant Marti,0,700,0.0
popularity,3,43,Natural Science Museum,Sant Marti,0,450,0.0
popularity,3,44,Fabra i Coats,Sant Andreu,0,450,0.0
popularity,3,45,Sant Andreu old town,Sant Andreu,0,700,0.0
popularity,3,46,Clot Park,El Clot,0,700,0.0
popularity,3,47,Camp Nou Museum,Sarria,0,300,0.0
popularity,3,48,Torre Bellesguard,Pedralbes,0,450,0.0
popularity,3,49,Collserola viewpoints,Collserola,0,900,0.0
popularity,3,50,Sarria old town,Sarria,0,700,0.0
popularity,3,51,Pedralbes Monastery,Pedralbes,0,300,0.0
popularity,3,52,CosmoCaixa,Collserola,0,900,0.0
popularity,3,53,Carretera de les Aigues,Collserola,0,900,0.0
popularity,3,54,Monastery gardens,Sant Gervasi,0,700,0.0
popularity,3,55,Pedralbes Gardens,Pedralbes,0,700,0.0
popularity,3,56,Sant Gervasi market area,Sant Gervasi,0,700,0.0
popularity,4,0,Barcelona Cathedral,Gotic,68,1000,0.068
popularity,4,1,Mercat de la Boqueria,La Barceloneta,0,600,0.0
popularity,4,2,Ciutadella Park,El Born,1,1000,0.001
popularity,4,3,Picasso Museum,El Raval,0,500,0.0
popularity,4,4,History Museum of Catalonia,La Rambla,0,300,0.0
popularity,4,5,Palau Guell,El Raval,0,300,0.0
popularity,4,6,Maritime Museum,La Barceloneta,0,400,0.0
popularity,4,7,Barceloneta Beach,La Barceloneta,90,1000,0.09
popularity,4,8,Born Cultural Centre,El Born,0,500,0.0
popularity,4,9,Sant Pere Church,Gotic,0,200,0.0
popularity,4,10,Casa Batllo,Dreta Eixample,56,300,0.18666666666666668
popularity,4,11,La Pedrera,Dreta Eixample,98,300,0.32666666666666666
popularity,4,12,Mercat dels Encants,Dreta Eixample,106,700,0.15142857142857144
popularity,4,13,Casa Amatller,Dreta Eixample,34,300,0.11333333333333333
popularity,4,14,Sant Antoni Market,Dreta Eixample,101,700,0.1442857142857143
popularity,4,15,Joan Miró Park,Dreta Eixample,17,700,0.024285714285714285
popularity,4,16,Casa Vicens,Dreta Eixample,10,300,0.03333333333333333
popularity,4,17,Palau Macaya,Dreta Eixample,99,700,0.14142857142857143
popularity,4,18,Egyptian Museum,Dreta Eixample,11,300,0.03666666666666667
popularity,4,19,Mercat de Gràcia,Dreta Eixample,105,700,0.15
popularity,4,20,MNAC,Montjuic,3,1000,0.003
popularity,4,21,Fundacio Joan Miro,Montjuic,0,200,0.0
popularity,4,22,Poble Espanyol,Montjuic,0,500,0.0
popularity,4,23,Magic Fountain,Montjuic,0,200,0.0
popularity,4,24,CaixaForum,Montjuic,0,300,0.0
popularity,4,25,Olympic Stadium,Montjuic,0,500,0.0
popularity,4,26,Joan Miro Foundation gardens,Montjuic,0,300,0.0
popularity,4,27,Hostafrancs Market,Montjuic,0,200,0.0
popularity,4,28,Port Vell promenade,Port Vell,0,500,0.0
popularity,4,29,Poble Sec,Poble Sec,0,300,0.0
popularity,4,30,Park Güell,Vila de Gracia,139,700,0.19857142857142857
popularity,4,31,Temple del Tibidabo,Horta,0,600,0.0
popularity,4,32,Bunkers del Carmel,El Carmel,0,400,0.0
popularity,4,33,Mercat de la Llibertat,Vila de Gracia,0,500,0.0
popularity,4,34,Labyrinth Park of Horta,Horta,0,400,0.0
popularity,4,35,Gracia squares,Vila de Gracia,0,300,0.0
popularity,4,36,Guinardo Park,Guinardo,0,300,0.0
popularity,4,37,Fabra Observatory,El Carmel,0,200,0.0
popularity,4,38,Glories Tower,Glories,62,700,0.08857142857142856
popularity,4,39,Design Museum,Diagonal Mar,0,450,0.0
popularity,4,40,Rambla del Poblenou,Poblenou,0,1500,0.0
popularity,4,41,Bogatell Beach,Diagonal Mar,0,700,0.0
popularity,4,42,Forum Park,Sant Marti,0,700,0.0
popularity,4,43,Natural Science Museum,Sant Marti,0,450,0.0
popularity,4,44,Fabra i Coats,Sant Andreu,0,450,0.0
popularity,4,45,Sant Andreu old town,Sant Andreu,0,700,0.0
popularity,4,46,Clot Park,El Clot,0,700,0.0
popularity,4,47,Camp Nou Museum,Sarria,0,300,0.0
popularity,4,48,Torre Bellesguard,Pedralbes,0,450,0.0
popularity,4,49,Collserola viewpoints,Collserola,0,900,0.0
popularity,4,50,Sarria old town,Sarria,0,700,0.0
popularity,4,51,Pedralbes Monastery,Pedralbes,0,300,0.0
popularity,4,52,CosmoCaixa,Collserola,0,900,0.0
popularity,4,53,Carretera de les Aigues,Collserola,0,900,0.0
popularity,4,54,Monastery gardens,Sant Gervasi,0,700,0.0
popularity,4,55,Pedralbes Gardens,Pedralbes,0,700,0.0
popularity,4,56,Sant Gervasi market area,Sant Gervasi,0,700,0.0
popularity,5,0,Barcelona Cathedral,Gotic,51,1000,0.051
popularity,5,1,Mercat de la Boqueria,La Barceloneta,0,600,0.0
popularity,5,2,Ciutadella Park,El Born,1,1000,0.001
popularity,5,3,Picasso Museum,El Raval,0,500,0.0
popularity,5,4,History Museum of Catalonia,La Rambla,0,300,0.0
popularity,5,5,Palau Guell,El Raval,0,300,0.0
popularity,5,6,Maritime Museum,La Barceloneta,0,400,0.0
popularity,5,7,Barceloneta Beach,La Barceloneta,60,1000,0.06
popularity,5,8,Born Cultural Centre,El Born,0,500,0.0
popularity,5,9,Sant Pere Church,Gotic,0,200,0.0
popularity,5,10,Casa Batllo,Dreta Eixample,110,300,0.36666666666666664
popularity,5,11,La Pedrera,Dreta Eixample,76,300,0.25333333333333335
popularity,5,12,Mercat dels Encants,Dreta Eixample,71,700,0.10142857142857142
popularity,5,13,Casa Amatller,Dreta Eixample,34,300,0.11333333333333333
popularity,5,14,Sant Antoni Market,Dreta Eixample,75,700,0.10714285714285714
popularity,5,15,Joan Miró Park,Dreta Eixample,7,700,0.01
popularity,5,16,Casa Vicens,Dreta Eixample,27,300,0.09
popularity,5,17,Palau Macaya,Dreta Eixample,99,700,0.14142857142857143
popularity,5,18,Egyptian Museum,Dreta Eixample,56,300,0.18666666666666668
popularity,5,19,Mercat de Gràcia,Dreta Eixample,95,700,0.1357142857142857
popularity,5,20,MNAC,Montjuic,2,1000,0.002
popularity,5,21,Fundacio Joan Miro,Montjuic,0,200,0.0
popularity,5,22,Poble Espanyol,Montjuic,0,500,0.0
popularity,5,23,Magic Fountain,Montjuic,0,200,0.0
popularity,5,24,CaixaForum,Montjuic,0,300,0.0
popularity,5,25,Olympic Stadium,Montjuic,0,500,0.0
popularity,5,26,Joan Miro Foundation gardens,Montjuic,0,300,0.0
popularity,5,27,Hostafrancs Market,Montjuic,0,200,0.0
popularity,5,28,Port Vell promenade,Port Vell,0,500,0.0
popularity,5,29,Poble Sec,Poble Sec,0,300,0.0
popularity,5,30,Park Güell,Vila de Gracia,105,700,0.15
popularity,5,31,Temple del Tibidabo,Horta,0,600,0.0
popularity,5,32,Bunkers del Carmel,El Carmel,0,400,0.0
popularity,5,33,Mercat de la Llibertat,Vila de Gracia,0,500,0.0
popularity,5,34,Labyrinth Park of Horta,Horta,0,400,0.0
popularity,5,35,Gracia squares,Vila de Gracia,0,300,0.0
popularity,5,36,Guinardo Park,Guinardo,0,300,0.0
popularity,5,37,Fabra Observatory,El Carmel,0,200,0.0
popularity,5,38,Glories Tower,Glories,131,700,0.18714285714285714
popularity,5,39,Design Museum,Diagonal Mar,0,450,0.0
popularity,5,40,Rambla del Poblenou,Poblenou,0,1500,0.0
popularity,5,41,Bogatell Beach,Diagonal Mar,0,700,0.0
popularity,5,42,Forum Park,Sant Marti,0,700,0.0
popularity,5,43,Natural Science Museum,Sant Marti,0,450,0.0
popularity,5,44,Fabra i Coats,Sant Andreu,0,450,0.0
popularity,5,45,Sant Andreu old town,Sant Andreu,0,700,0.0
popularity,5,46,Clot Park,El Clot,0,700,0.0
popularity,5,47,Camp Nou Museum,Sarria,0,300,0.0
popularity,5,48,Torre Bellesguard,Pedralbes,0,450,0.0
popularity,5,49,Collserola viewpoints,Collserola,0,900,0.0
popularity,5,50,Sarria old town,Sarria,0,700,0.0
popularity,5,51,Pedralbes Monastery,Pedralbes,0,300,0.0
popularity,5,52,CosmoCaixa,Collserola,0,900,0.0
popularity,5,53,Carretera de les Aigues,Collserola,0,900,0.0
popularity,5,54,Monastery gardens,Sant Gervasi,0,700,0.0
popularity,5,55,Pedralbes Gardens,Pedralbes,0,700,0.0
popularity,5,56,Sant Gervasi market area,Sant Gervasi,0,700,0.0
personalized,1,0,Barcelona Cathedral,Gotic,157,1000,0.157
personalized,1,1,Mercat de la Boqueria,La Barceloneta,84,600,0.14
personalized,1,2,Ciutadella Park,El Born,24,1000,0.024
personalized,1,3,Picasso Museum,El Raval,0,500,0.0
personalized,1,4,History Museum of Catalonia,La Rambla,0,300,0.0
personalized,1,5,Palau Guell,El Raval,1,300,0.0033333333333333335
personalized,1,6,Maritime Museum,La Barceloneta,33,400,0.0825
personalized,1,7,Barceloneta Beach,La Barceloneta,30,1000,0.03
personalized,1,8,Born Cultural Centre,El Born,0,500,0.0
personalized,1,9,Sant Pere Church,Gotic,46,200,0.23
personalized,1,10,Casa Batllo,Dreta Eixample,0,300,0.0
personalized,1,11,La Pedrera,Dreta Eixample,0,300,0.0
personalized,1,12,Mercat dels Encants,Dreta Eixample,25,700,0.03571428571428571
personalized,1,13,Casa Amatller,Dreta Eixample,0,300,0.0
personalized,1,14,Sant Antoni Market,Dreta Eixample,29,700,0.041428571428571426
personalized,1,15,Joan Miró Park,Dreta Eixample,21,700,0.03
personalized,1,16,Casa Vicens,Dreta Eixample,0,300,0.0
personalized,1,17,Palau Macaya,Dreta Eixample,7,700,0.01
personalized,1,18,Egyptian Museum,Dreta Eixample,3,300,0.01
personalized,1,19,Mercat de Gràcia,Dreta Eixample,27,700,0.03857142857142857
personalized,1,20,MNAC,Montjuic,71,1000,0.071
personalized,1,21,Fundacio Joan Miro,Montjuic,0,200,0.0
personalized,1,22,Poble Espanyol,Montjuic,28,500,0.056
personalized,1,23,Magic Fountain,Montjuic,0,200,0.0
personalized,1,24,CaixaForum,Montjuic,4,300,0.013333333333333334
personalized,1,25,Olympic Stadium,Montjuic,7,500,0.014
personalized,1,26,Joan Miro Foundation gardens,Montjuic,30,300,0.1
personalized,1,27,Hostafrancs Market,Montjuic,3,200,0.015
personalized,1,28,Port Vell promenade,Port Vell,31,500,0.062
personalized,1,29,Poble Sec,Poble Sec,0,300,0.0
personalized,1,30,Park Güell,Vila de Gracia,89,700,0.12714285714285714
personalized,1,31,Temple del Tibidabo,Horta,0,600,0.0
personalized,1,32,Bunkers del Carmel,El Carmel,0,400,0.0
personalized,1,33,Mercat de la Llibertat,Vila de Gracia,0,500,0.0
personalized,1,34,Labyrinth Park of Horta,Horta,0,400,0.0
personalized,1,35,Gracia squares,Vila de Gracia,0,300,0.0
personalized,1,36,Guinardo Park,Guinardo,0,300,0.0
personalized,1,37,Fabra Observatory,El Carmel,1,200,0.005
personalized,1,38,Glories Tower,Glories,43,700,0.06142857142857143
personalized,1,39,Design Museum,Diagonal Mar,10,450,0.022222222222222223
personalized,1,40,Rambla del Poblenou,Poblenou,0,1500,0.0
personalized,1,41,Bogatell Beach,Diagonal Mar,22,700,0.03142857142857143
personalized,1,42,Forum Park,Sant Marti,12,700,0.017142857142857144
personalized,1,43,Natural Science Museum,Sant Marti,31,450,0.06888888888888889
personalized,1,44,Fabra i Coats,Sant Andreu,0,450,0.0
personalized,1,45,Sant Andreu old town,Sant Andreu,0,700,0.0
personalized,1,46,Clot Park,El Clot,0,700,0.0
personalized,1,47,Camp Nou Museum,Sarria,0,300,0.0
personalized,1,48,Torre Bellesguard,Pedralbes,0,450,0.0
personalized,1,49,Collserola viewpoints,Collserola,0,900,0.0
personalized,1,50,Sarria old town,Sarria,0,700,0.0
personalized,1,51,Pedralbes Monastery,Pedralbes,69,300,0.23
personalized,1,52,CosmoCaixa,Collserola,2,900,0.0022222222222222222
personalized,1,53,Carretera de les Aigues,Collserola,21,900,0.023333333333333334
personalized,1,54,Monastery gardens,Sant Gervasi,8,700,0.011428571428571429
personalized,1,55,Pedralbes Gardens,Pedralbes,23,700,0.032857142857142856
personalized,1,56,Sant Gervasi market area,Sant Gervasi,8,700,0.011428571428571429
personalized,2,0,Barcelona Cathedral,Gotic,140,1000,0.14
personalized,2,1,Mercat de la Boqueria,La Barceloneta,53,600,0.08833333333333333
personalized,2,2,Ciutadella Park,El Born,24,1000,0.024
personalized,2,3,Picasso Museum,El Raval,0,500,0.0
personalized,2,4,History Museum of Catalonia,La Rambla,0,300,0.0
personalized,2,5,Palau Guell,El Raval,16,300,0.05333333333333334
personalized,2,6,Maritime Museum,La Barceloneta,32,400,0.08
personalized,2,7,Barceloneta Beach,La Barceloneta,26,1000,0.026
personalized,2,8,Born Cultural Centre,El Born,0,500,0.0
personalized,2,9,Sant Pere Church,Gotic,53,200,0.265
personalized,2,10,Casa Batllo,Dreta Eixample,0,300,0.0
personalized,2,11,La Pedrera,Dreta Eixample,0,300,0.0
personalized,2,12,Mercat dels Encants,Dreta Eixample,29,700,0.041428571428571426
personalized,2,13,Casa Amatller,Dreta Eixample,0,300,0.0
personalized,2,14,Sant Antoni Market,Dreta Eixample,30,700,0.04285714285714286
personalized,2,15,Joan Miró Park,Dreta Eixample,27,700,0.03857142857142857
personalized,2,16,Casa Vicens,Dreta Eixample,0,300,0.0
personalized,2,17,Palau Macaya,Dreta Eixample,8,700,0.011428571428571429
personalized,2,18,Egyptian Museum,Dreta Eixample,11,300,0.03666666666666667
personalized,2,19,Mercat de Gràcia,Dreta Eixample,19,700,0.027142857142857142
personalized,2,20,MNAC,Montjuic,45,1000,0.045
personalized,2,21,Fundacio Joan Miro,Montjuic,2,200,0.01
personalized,2,22,Poble Espanyol,Montjuic,34,500,0.068
personalized,2,23,Magic Fountain,Montjuic,0,200,0.0
personalized,2,24,CaixaForum,Montjuic,10,300,0.03333333333333333
personalized,2,25,Olympic Stadium,Montjuic,17,500,0.034
personalized,2,26,Joan Miro Foundation gardens,Montjuic,28,300,0.09333333333333334
personalized,2,27,Hostafrancs Market,Montjuic,0,200,0.0
personalized,2,28,Port Vell promenade,Port Vell,35,500,0.07
personalized,2,29,Poble Sec,Poble Sec,0,300,0.0
personalized,2,30,Park Güell,Vila de Gracia,80,700,0.11428571428571428
personalized,2,31,Temple del Tibidabo,Horta,0,600,0.0
personalized,2,32,Bunkers del Carmel,El Carmel,0,400,0.0
personalized,2,33,Mercat de la Llibertat,Vila de Gracia,13,500,0.026
personalized,2,34,Labyrinth Park of Horta,Horta,1,400,0.0025
personalized,2,35,Gracia squares,Vila de Gracia,0,300,0.0
personalized,2,36,Guinardo Park,Guinardo,0,300,0.0
personalized,2,37,Fabra Observatory,El Carmel,0,200,0.0
personalized,2,38,Glories Tower,Glories,38,700,0.054285714285714284
personalized,2,39,Design Museum,Diagonal Mar,11,450,0.024444444444444446
personalized,2,40,Rambla del Poblenou,Poblenou,0,1500,0.0
personalized,2,41,Bogatell Beach,Diagonal Mar,21,700,0.03
personalized,2,42,Forum Park,Sant Marti,8,700,0.011428571428571429
personalized,2,43,Natural Science Museum,Sant Marti,27,450,0.06
personalized,2,44,Fabra i Coats,Sant Andreu,0,450,0.0
personalized,2,45,Sant Andreu old town,Sant Andreu,0,700,0.0
personalized,2,46,Clot Park,El Clot,11,700,0.015714285714285715
personalized,2,47,Camp Nou Museum,Sarria,1,300,0.0033333333333333335
personalized,2,48,Torre Bellesguard,Pedralbes,0,450,0.0
personalized,2,49,Collserola viewpoints,Collserola,0,900,0.0
personalized,2,50,Sarria old town,Sarria,7,700,0.01
personalized,2,51,Pedralbes Monastery,Pedralbes,60,300,0.2
personalized,2,52,CosmoCaixa,Collserola,2,900,0.0022222222222222222
personalized,2,53,Carretera de les Aigues,Collserola,20,900,0.022222222222222223
personalized,2,54,Monastery gardens,Sant Gervasi,23,700,0.032857142857142856
personalized,2,55,Pedralbes Gardens,Pedralbes,10,700,0.014285714285714285
personalized,2,56,Sant Gervasi market area,Sant Gervasi,28,700,0.04
personalized,3,0,Barcelona Cathedral,Gotic,82,1000,0.082
personalized,3,1,Mercat de la Boqueria,La Barceloneta,38,600,0.06333333333333334
personalized,3,2,Ciutadella Park,El Born,26,1000,0.026
personalized,3,3,Picasso Museum,El Raval,0,500,0.0
personalized,3,4,History Museum of Catalonia,La Rambla,0,300,0.0
personalized,3,5,Palau Guell,El Raval,8,300,0.02666666666666667
personalized,3,6,Maritime Museum,La Barceloneta,15,400,0.0375
personalized,3,7,Barceloneta Beach,La Barceloneta,24,1000,0.024
personalized,3,8,Born Cultural Centre,El Born,0,500,0.0
personalized,3,9,Sant Pere Church,Gotic,64,200,0.32
personalized,3,10,Casa Batllo,Dreta Eixample,0,300,0.0
personalized,3,11,La Pedrera,Dreta Eixample,1,300,0.0033333333333333335
personalized,3,12,Mercat dels Encants,Dreta Eixample,30,700,0.04285714285714286
personalized,3,13,Casa Amatller,Dreta Eixample,0,300,0.0
personalized,3,14,Sant Antoni Market,Dreta Eixample,14,700,0.02
personalized,3,15,Joan Miró Park,Dreta Eixample,21,700,0.03
personalized,3,16,Casa Vicens,Dreta Eixample,0,300,0.0
personalized,3,17,Palau Macaya,Dreta Eixample,11,700,0.015714285714285715
personalized,3,18,Egyptian Museum,Dreta Eixample,20,300,0.06666666666666667
personalized,3,19,Mercat de Gràcia,Dreta Eixample,28,700,0.04
personalized,3,20,MNAC,Montjuic,59,1000,0.059
personalized,3,21,Fundacio Joan Miro,Montjuic,0,200,0.0
