tourist_id,segment,budget,max_cost,mobility,max_distance,crowd_aversion,sustainability_sensitivity,outdoor_preference,with_kids,hotel_neighbourhood,current_lat,current_lon,visited,architecture,religious,museum,park,market,food,beach,viewpoint,shopping,nightlife,family,science,local
10,architecture_fans,medium,26.636751070820925,bike,6.242973381823782,0.5966192824912969,0.39120276714751867,0.5857686925917565,False,Poble-sec,41.396803475954925,2.179482584630587,,0.27259962653028924,0.025534002597874864,0.44652634489308723,0.025534002597874864,0.025534002597874864,0.025534002597874864,0.025534002597874864,0.025534002597874864,0.025534002597874864,0.025534002597874864,0.025534002597874864,0.025534002597874864,0.025534002597874864
11,architecture_fans,high,43.10027048718157,mixed,6.696994200144728,0.48654502051233267,0.1640121174456447,0.5679753760119631,False,Poble-sec,41.39705505475986,2.176473886223956,,0.3880790935575261,0.02257989296764419,0.36354208379838787,0.02257989296764419,0.02257989296764419,0.02257989296764419,0.02257989296764419,0.02257989296764419,0.02257989296764419,0.02257989296764419,0.02257989296764419,0.02257989296764419,0.02257989296764419
12,religion_fans,medium,17.237387337738205,transit,8.8709514567703,0.44343803736404647,0.22376506995956824,0.6209204548182895,False,Sant Andreu,41.389194888251524,2.1690234548398983,,0.04095772407642989,0.5085073110828414,0.04095772407642989,0.04095772407642989,0.04095772407642989,0.04095772407642989,0.04095772407642989,0.04095772407642989,0.04095772407642989,0.04095772407642989,0.04095772407642989,0.04095772407642989,0.04095772407642989
13,science_lovers,medium,6.449482816836779,transit,8.210824179833894,0.28565267300587066,0.5799443673164842,0.7637664381954973,True,Eixample,41.38798694223938,2.174297735598911,,0.022421911449586145,0.022421911449586145,0.3906426903250899,0.022421911449586145,0.022421911449586145,0.022421911449586145,0.022421911449586145,0.022421911449586145,0.022421911449586145,0.022421911449586145,0.022421911449586145,0.3627162837294626,0.022421911449586145
14,family_friendly,high,38.737013267472875,walk,2.4561842347332408,0.5757324890531391,0.4330084737890893,0.9261805968022759,True,Sant-Martí,41.400882646622115,2.1708288553965427,,0.02425868768820886,0.02425868768820886,0.02425868768820886,0.354762389815554,0.02425868768820886,0.3783920456141486,0.02425868768820886,0.02425868768820886,0.02425868768820886,0.02425868768820886,0.02425868768820886,0.02425868768820886,0.02425868768820886
15,family_friendly,high,40.790207152370364,walk,1.282154962301256,0.14387190954603596,0.24894909803507784,0.9046420178815505,True,Sants-Montsià,41.3889766844679,2.171842966064464,,0.02574366985739032,0.02574366985739032,0.02574366985739032,0.3705326322973452,0.02574366985739032,0.3462869992713613,0.02574366985739032,0.02574366985739032,0.02574366985739032,0.02574366985739032,0.02574366985739032,0.02574366985739032,0.02574366985739032
16,family_friendly,medium,25.166072533030864,transit,6.120981615877997,0.2926972371679337,0.5564647880966452,0.9743067694833825,True,Les Corts,41.38278998617584,2.1613418846486336,,0.021444892878646524,0.021444892878646524,0.021444892878646524,0.37887621771598745,0.021444892878646524,0.38522996061890086,0.021444892878646524,0.021444892878646524,0.021444892878646524,0.021444892878646524,0.021444892878646524,0.021444892878646524,0.021444892878646524
17,family_friendly,medium,10.195208235027785,walk,1.428707722567382,0.33565707966122277,0.5479604628240854,0.9734886838315554,True,Les Corts,41.38664491472953,2.1777912506429344,,0.028074712719394854,0.028074712719394854,0.028074712719394854,0.3915389220688661,0.028074712719394854,0.2996392380177905,0.028074712719394854,0.028074712719394854,0.028074712719394854,0.028074712719394854,0.028074712719394854,0.028074712719394854,0.028074712719394854
18,religion_fans,high,35.97297944841588,walk,2.0431992853450085,0.4756517901954264,0.23600860274867136,0.220201605999786,False,Poble-sec,41.39118833542134,2.174393711683319,,0.04088260544499068,0.5094087346601118,0.04088260544499068,0.04088260544499068,0.04088260544499068,0.04088260544499068,0.04088260544499068,0.04088260544499068,0.04088260544499068,0.04088260544499068,0.04088260544499068,0.04088260544499068,0.04088260544499068
19,food_lovers,low,7.524071624148762,transit,11.323295103748372,0.8588240500290795,0.513978692611519,0.556528781028216,False,Barceloneta,41.388500151761434,2.1698616416116034,,0.026296405297903933,0.026296405297903933,0.026296405297903933,0.026296405297903933,0.4299319530497357,0.28080758867332106,0.026296405297903933,0.026296405297903933,0.026296405297903933,0.026296405297903933,0.026296405297903933,0.026296405297903933,0.026296405297903933
20,food_lovers,high,41.58479491148963,walk,1.4513492695634833,0.6011323472076867,0.2783666523296156,0.8290448902025055,False,Gotic,41.38644374798005,2.180197311810428,,0.02623700167983392,0.02623700167983392,0.02623700167983392,0.02623700167983392,0.3251170974109985,0.38627588411082847,0.02623700167983392,0.02623700167983392,0.02623700167983392,0.02623700167983392,0.02623700167983392,0.02623700167983392,0.02623700167983392
21,religion_fans,low,6.620152317955486,transit,7.074534399078154,0.18203014073699458,0.506402474954859,0.41500211119300656,False,Gràcia,41.38750483318286,2.166432149403321,,0.035694265090885524,0.5716688189093737,0.035694265090885524,0.035694265090885524,0.035694265090885524,0.035694265090885524,0.035694265090885524,0.035694265090885524,0.035694265090885524,0.035694265090885524,0.035694265090885524,0.035694265090885524,0.035694265090885524
22,food_lovers,low,6.836824460629758,transit,8.137963293606497,0.5986204079581993,0.28571357446699314,0.5583303686356358,True,Les Corts,41.38696463802741,2.171500905088828,,0.02592981970117588,0.02592981970117588,0.02592981970117588,0.02592981970117588,0.3656585968702677,0.3491133864167977,0.02592981970117588,0.02592981970117588,0.02592981970117588,0.02592981970117588,0.02592981970117588,0.02592981970117588,0.02592981970117588
23,architecture_fans,high,19.43715190091084,transit,5.356723378024203,0.4894931491921295,0.5871124224483698,0.2588828638621641,False,Barceloneta,41.39151087887341,2.1674152842523067,,0.354166643996288,0.028153322491608405,0.33614680859601953,0.028153322491608405,0.028153322491608405,0.028153322491608405,0.028153322491608405,0.028153322491608405,0.028153322491608405,0.028153322491608405,0.028153322491608405,0.028153322491608405,0.028153322491608405
24,food_lovers,medium,19.412934914596484,transit,4.531875419032617,0.2725779178086595,0.1432655490762218,0.870095627649409,True,Gotic,41.38004580516669,2.1688029411844587,,0.02534015671233241,0.02534015671233241,0.02534015671233241,0.02534015671233241,0.3455297471461391,0.37572852901820447,0.02534015671233241,0.02534015671233241,0.02534015671233241,0.02534015671233241,0.02534015671233241,0.02534015671233241,0.02534015671233241
25,science_lovers,medium,22.275096621486394,bike,4.05496115683611,0.458061018272078,0.6293450484438426,0.898662116271884,True,Gràcia,41.38848108174458,2.1803902446665786,,0.027253607273715192,0.027253607273715192,0.40000421019679405,0.027253607273715192,0.027253607273715192,0.027253607273715192,0.027253607273715192,0.027253607273715192,0.027253607273715192,0.027253607273715192,0.027253607273715192,0.30020610979233886,0.027253607273715192
26,science_lovers,high,36.79158497914457,transit,10.853716237898208,0.2408254715280225,0.6629499661436491,0.7185047671942792,False,Eixample,41.39171153925988,2.1692841690343574,,0.025726896031470825,0.025726896031470825,0.2766303972257262,0.025726896031470825,0.025726896031470825,0.025726896031470825,0.025726896031470825,0.025726896031470825,0.025726896031470825,0.025726896031470825,0.025726896031470825,0.44037374642809474,0.025726896031470825
27,religion_fans,medium,12.302854994542127,mixed,7.400969427376979,0.633198656685643,0.16332551494781306,0.33949207004643006,False,Sant-Gervasi-Campsa,41.395226805401386,2.172724231304185,,0.04072812120829394,0.5112625455004728,0.04072812120829394,0.04072812120829394,0.04072812120829394,0.04072812120829394,0.04072812120829394,0.04072812120829394,0.04072812120829394,0.04072812120829394,0.04072812120829394,0.04072812120829394,0.04072812120829394
28,food_lovers,medium,22.84498935137929,walk,2.067573760630909,0.40612847672845964,0.44422204520026753,0.847307099575782,False,Eixample,41.39095200947334,2.1637322149867524,,0.029494151485525155,0.029494151485525155,0.029494151485525155,0.029494151485525155,0.3210596652526632,0.35450466840656014,0.029494151485525155,0.029494151485525155,0.029494151485525155,0.029494151485525155,0.029494151485525155,0.029494151485525155,0.029494151485525155
29,religion_fans,high,45.5811968787864,taxi,8.775823109643834,0.3673294020690455,0.2515445744228774,0.46228548854200513,False,Poble-sec,41.39131117021882,2.1804411926820966,,0.03428299908074133,0.5886040110311039,0.03428299908074133,0.03428299908074133,0.03428299908074133,0.03428299908074133,0.03428299908074133,0.03428299908074133,0.03428299908074133,0.03428299908074133,0.03428299908074133,0.03428299908074133,0.03428299908074133
30,architecture_fans,medium,14.2412207609325,walk,2.833563963072769,0.45599155687820686,0.655104080372814,0.4535937009991272,False,Barceloneta,41.40218957599041,2.169038480327637,,0.38912324460898373,0.026956306469885734,0.3143573842222732,0.026956306469885734,0.026956306469885734,0.026956306469885734,0.026956306469885734,0.026956306469885734,0.026956306469885734,0.026956306469885734,0.026956306469885734,0.026956306469885734,0.026956306469885734
31,religion_fans,low,8.731937276834307,transit,6.310672612307391,0.5457402913383864,0.3223446465861036,0.7113258169035832,False,Barceloneta,41.39545755705524,2.162341033391194,,0.041241924527299995,0.5050969056724001,0.041241924527299995,0.041241924527299995,0.041241924527299995,0.041241924527299995,0.041241924527299995,0.041241924527299995,0.041241924527299995,0.041241924527299995,0.041241924527299995,0.041241924527299995,0.041241924527299995
32,architecture_fans,medium,16.58602125426215,mixed,6.959707806775673,0.4820330740658333,0.33657775059783346,0.4031953062586823,False,Eixample,41.390261063273485,2.1727108806521054,,0.3859506034350522,0.02449195511262558,0.3446378903260665,0.02449195511262558,0.02449195511262558,0.02449195511262558,0.02449195511262558,0.02449195511262558,0.02449195511262558,0.02449195511262558,0.02449195511262558,0.02449195511262558,0.02449195511262558
33,science_lovers,medium,14.353565318131693,walk,1.199319792560358,0.24981281018911,0.3884411116128182,0.6613912697117166,True,Sant-Gervasi-Campsa,41.394142246990945,2.1634791597420424,,0.026284883497713265,0.026284883497713265,0.3164924826692436,0.026284883497713265,0.026284883497713265,0.026284883497713265,0.026284883497713265,0.026284883497713265,0.026284883497713265,0.026284883497713265,0.026284883497713265,0.3943737988559105,0.026284883497713265
34,religion_fans,high,41.8812889003659,mixed,8.123906256883375,0.3395049391992431,0.39774697498213696,0.58790934707353,False,Sant-Martí,41.39619936965595,2.173844687672064,,0.04155849807347593,0.5012980231182889,0.04155849807347593,0.04155849807347593,0.04155849807347593,0.04155849807347593,0.04155849807347593,0.04155849807347593,0.04155849807347593,0.04155849807347593,0.04155849807347593,0.04155849807347593,0.04155849807347593
35,food_lovers,medium,15.717644278876389,walk,1.9730989276175595,0.3283927250895395,0.1856656167604769,0.7393225398029373,False,Sant Andreu,41.390007561360804,2.166025499189912,,0.027933886147261923,0.027933886147261923,0.027933886147261923,0.027933886147261923,0.31874941379653,0.37397783858358885,0.027933886147261923,0.027933886147261923,0.027933886147261923,0.027933886147261923,0.027933886147261923,0.027933886147261923,0.027933886147261923
36,food_lovers,medium,18.901819715131992,walk,2.8740395876280522,0.7804572891150914,0.43028440562461384,0.684465483794055,False,Eixample,41.38925491829999,2.1727081378872115,,0.0312865616199248,0.0312865616199248,0.0312865616199248,0.0312865616199248,0.3297649849261859,0.3260828372546414,0.0312865616199248,0.0312865616199248,0.0312865616199248,0.0312865616199248,0.0312865616199248,0.0312865616199248,0.0312865616199248
37,architecture_fans,medium,17.079121267423893,walk,1.5377865900892298,0.5196865492239773,0.8879868208751822,0.44279229077912846,False,Sant-Gervasi-Campsa,41.39967617477297,2.176320781612611,,0.31317239385645373,0.023746673913602922,0.4256141930939141,0.023746673913602922,0.023746673913602922,0.023746673913602922,0.023746673913602922,0.023746673913602922,0.023746673913602922,0.023746673913602922,0.023746673913602922,0.023746673913602922,0.023746673913602922
38,architecture_fans,medium,18.553065612893388,mixed,4.73450148982915,0.7339121417098382,0.34553432049016936,0.2580459955225242,False,Les Corts,41.390469887834975,2.167918044063372,,0.3546099822386006,0.02443435676255341,0.37661209337331203,0.02443435676255341,0.02443435676255341,0.02443435676255341,0.02443435676255341,0.02443435676255341,0.02443435676255341,0.02443435676255341,0.02443435676255341,0.02443435676255341,0.02443435676255341
39,architecture_fans,low,4.247225001844104,mixed,3.35692015310004,0.813772391969021,0.6393104018545719,0.1977296654448206,False,Gràcia,41.39234703621762,2.1712436901275245,,0.37561099696510386,0.021956665336782456,0.3828656843302891,0.021956665336782456,0.021956665336782456,0.021956665336782456,0.021956665336782456,0.021956665336782456,0.021956665336782456,0.021956665336782456,0.021956665336782456,0.021956665336782456,0.021956665336782456
40,architecture_fans,low,3.3787626400392106,transit,11.976740480634074,0.7179700966726182,0.620154419819984,0.3933313941437613,False,Sant-Martí,41.39159483426898,2.178934344838152,,0.3517716034488365,0.02651007550456692,0.35661756600092737,0.02651007550456692,0.02651007550456692,0.02651007550456692,0.02651007550456692,0.02651007550456692,0.02651007550456692,0.02651007550456692,0.02651007550456692,0.02651007550456692,0.02651007550456692
41,family_friendly,high,25.524934117555127,transit,7.548674189109594,0.34561408578654906,0.48782997928741106,0.997119665601611,True,Barceloneta,41.394100221240606,2.169292209273737,,0.02803572939279949,0.02803572939279949,0.02803572939279949,0.41021375159528023,0.02803572939279949,0.2813932250839254,0.02803572939279949,0.02803572939279949,0.02803572939279949,0.02803572939279949,0.02803572939279949,0.02803572939279949,0.02803572939279949
42,architecture_fans,medium,16.90985435947789,transit,10.506547987455194,0.7596312179795136,0.6854408204492044,0.690039870401942,False,Eixample,41.39371542027974,2.170295589647852,,0.4084917615017993,0.022875523895097706,0.33987747565212595,0.022875523895097706,0.022875523895097706,0.022875523895097706,0.022875523895097706,0.022875523895097706,0.022875523895097706,0.022875523895097706,0.022875523895097706,0.022875523895097706,0.022875523895097706
43,religion_fans,medium,12.099996107663705,transit,4.392623615391335,0.3628537762656417,0.44617869198004123,0.09825379467040267,True,Gràcia,41.39044788632851,2.180637979230493,,0.04415813830528125,0.470102340336625,0.04415813830528125,0.04415813830528125,0.04415813830528125,0.04415813830528125,0.04415813830528125,0.04415813830528125,0.04415813830528125,0.04415813830528125,0.04415813830528125,0.04415813830528125,0.04415813830528125
44,family_friendly,high,41.42237118597706,transit,4.490375411610871,0.09090151072366238,0.5174962944896693,0.9949415077540766,True,Sant Andreu,41.39904800020165,2.17068125389943,,0.024388242892403433,0.024388242892403433,0.024388242892403433,0.2996919575320359,0.024388242892403433,0.4320373706515263,0.024388242892403433,0.024388242892403433,0.024388242892403433,0.024388242892403433,0.024388242892403433,0.024388242892403433,0.024388242892403433
45,architecture_fans,high,44.632968568528426,mixed,6.260973570479164,0.7152462817846034,0.6033341377497216,0.4811235193985396,False,Poble-sec,41.38631512753575,2.1796492702455796,,0.3186282682216808,0.027118144564798195,0.38307214156553904,0.027118144564798195,0.027118144564798195,0.027118144564798195,0.027118144564798195,0.027118144564798195,0.027118144564798195,0.027118144564798195,0.027118144564798195,0.027118144564798195,0.027118144564798195
46,science_lovers,high,36.36744387961252,bike,7.149795185182567,0.6580763410894713,0.6141625483815836,0.4997004637196443,False,Les Corts,41.385154225507456,2.17649770824954,,0.02590377020084584,0.02590377020084584,0.306419967198805,0.02590377020084584,0.02590377020084584,0.02590377020084584,0.02590377020084584,0.02590377020084584,0.02590377020084584,0.02590377020084584,0.02590377020084584,0.4086385605918908,0.02590377020084584
47,architecture_fans,high,24.916294012337136,transit,8.403964288694073,0.2504898676168621,0.5026221621912446,0.32347839401822087,False,Eixample,41.399898356372155,2.1716629702550088,,0.3270434329703107,0.025587471827741376,0.3914943769245342,0.025587471827741376,0.025587471827741376,0.025587471827741376,0.025587471827741376,0.025587471827741376,0.025587471827741376,0.025587471827741376,0.025587471827741376,0.025587471827741376,0.025587471827741376
48,family_friendly,high,45.90842593972252,transit,8.683962864547015,0.4164239477534741,0.5423563565934424,0.9856201420650772,True,Les Corts,41.38330798793246,2.174513471891326,,0.02804726269586524,0.02804726269586524,0.02804726269586524,0.34182426443384417,0.02804726269586524,0.3496558459116382,0.02804726269586524,0.02804726269586524,0.02804726269586524,0.02804726269586524,0.02804726269586524,0.02804726269586524,0.02804726269586524
49,architecture_fans,medium,16.231926291931778,transit,10.743899578479025,0.09395891847308208,0.40145844812176296,0.3450494681539297,False,Sants-Montsià,41.38523930244046,2.1654618770571474,,0.4098209931193472,0.022779682057488718,0.3396025042482768,0.022779682057488718,0.022779682057488718,0.022779682057488718,0.022779682057488718,0.022779682057488718,0.022779682057488718,0.022779682057488718,0.022779682057488718,0.022779682057488718,0.022779682057488718
50,science_lovers,high,47.58815869213355,transit,7.630595740183619,0.49175245310414045,0.5177149455810509,0.5744591315257335,True,Sant-Gervasi-Campsa,41.39270262992237,2.1698731146031913,,0.024452266776487163,0.024452266776487163,0.32333322509315376,0.024452266776487163,0.024452266776487163,0.024452266776487163,0.024452266776487163,0.024452266776487163,0.024452266776487163,0.024452266776487163,0.024452266776487163,0.40769184036548745,0.024452266776487163
51,family_friendly,low,8.543066519523839,walk,2.344920341258488,0.25668521358291146,0.187133680710559,0.947687864335442,True,Sants-Montsià,41.3887008099841,2.170387723676409,,0.02491374634604463,0.02491374634604463,0.02491374634604463,0.3279116707477733,0.02491374634604463,0.3980371194457359,0.02491374634604463,0.02491374634604463,0.02491374634604463,0.02491374634604463,0.02491374634604463,0.02491374634604463,0.02491374634604463
52,religion_fans,low,5.030010144551117,transit,7.882904082106816,0.7154824687253414,0.5439775280812491,0.3641628607009722,False,Sant-Gervasi-Campsa,41.39591439482446,2.169487713886026,,0.039656759035533874,0.5241188915735936,0.039656759035533874,0.039656759035533874,0.039656759035533874,0.039656759035533874,0.039656759035533874,0.039656759035533874,0.039656759035533874,0.039656759035533874,0.039656759035533874,0.039656759035533874,0.039656759035533874
53,religion_fans,high,42.619220620153996,transit,10.95697984036515,0.2746387763571533,0.42761931787461654,0.31101386561400685,False,Eixample,41.388856554728946,2.173893576044955,,0.04182926357633403,0.4980488370839917,0.04182926357633403,0.04182926357633403,0.04182926357633403,0.04182926357633403,0.04182926357633403,0.04182926357633403,0.04182926357633403,0.04182926357633403,0.04182926357633403,0.04182926357633403,0.04182926357633403
54,food_lovers,medium,17.10672415493055,walk,2.8940034007143423,0.812039265028807,0.42562383143622107,0.7537394636850966,False,Sant Andreu,41.39614049380747,2.1740000826936874,,0.025090075088885947,0.025090075088885947,0.025090075088885947,0.025090075088885947,0.4054943753017206,0.318514798720534,0.025090075088885947,0.025090075088885947,0.025090075088885947,0.025090075088885947,0.025090075088885947,0.025090075088885947,0.025090075088885947
55,food_lovers,medium,16.59699776580968,transit,7.437931184230194,0.48005871138813305,0.17481833379652545,0.800175469458642,False,Gotic,41.3706985145005,2.170947304467152,,0.02603805354925136,0.02603805354925136,0.02603805354925136,0.02603805354925136,0.35956131893380777,0.35402009202442725,0.02603805354925136,0.02603805354925136,0.02603805354925136,0.02603805354925136,0.02603805354925136,0.02603805354925136,0.02603805354925136
56,family_friendly,low,6.672092999946007,walk,2.920936914710184,0.13114225440409794,0.2511892106241169,0.9245019609979849,True,Barceloneta,41.39353395703136,2.1714584962159478,,0.02770165021077167,0.02770165021077167,0.02770165021077167,0.38065445937159925,0.02770165021077167,0.31462738830991244,0.02770165021077167,0.02770165021077167,0.02770165021077167,0.02770165021077167,0.02770165021077167,0.02770165021077167,0.02770165021077167
57,beach_enthusiasts,medium,25.386968324873344,transit,10.3551708362463,0.5670842657458586,0.48662850389849,0.9136899364353895,False,Eixample,41.390122862485924,2.1664331263264542,,0.04205401317475779,0.04205401317475779,0.04205401317475779,0.04205401317475779,0.04205401317475779,0.04205401317475779,0.4953518419029065,0.04205401317475779,0.04205401317475779,0.04205401317475779,0.04205401317475779,0.04205401317475779,0.04205401317475779
58,religion_fans,medium,18.36008820958526,transit,8.700602766758037,0.1660089645686147,0.1173970134576492,0.4249784974735216,False,Poble-sec,41.39249720755971,2.17089077827898,,0.04303988096277771,0.48352142844666757,0.04303988096277771,0.04303988096277771,0.04303988096277771,0.04303988096277771,0.04303988096277771,0.04303988096277771,0.04303988096277771,0.04303988096277771,0.04303988096277771,0.04303988096277771,0.04303988096277771
59,science_lovers,low,6.920587435306044,transit,7.226247413414446,0.4450576797731593,0.6435344622142043,0.6974857429835082,True,Eixample,41.393395177574675,2.174742118831846,,0.021383356754858186,0.021383356754858186,0.38244066865856235,0.021383356754858186,0.021383356754858186,0.021383356754858186,0.021383356754858186,0.021383356754858186,0.021383356754858186,0.021383356754858186,0.021383356754858186,0.38234240703799766,0.021383356754858186
60,science_lovers,medium,12.413361989743626,transit,8.70758623602742,0.20521766434528046,0.5367837788551792,0.6197699818362733,True,Les Corts,41.3881253929864,2.177374973590882,,0.02695729678006565,0.02695729678006565,0.30308565790134157,0.02695729678006565,0.02695729678006565,0.02695729678006565,0.02695729678006565,0.02695729678006565,0.02695729678006565,0.02695729678006565,0.02695729678006565,0.4003840775179363,0.02695729678006565
61,food_lovers,medium,23.120494199205126,walk,3.278979634229601,0.18376821818707326,0.05124209391513901,0.6898270861535823,False,Sant Andreu,41.39639854007165,2.1659551883112447,,0.02665527375022766,0.02665527375022766,0.02665527375022766,0.02665527375022766,0.41831844539217095,0.28847354335532477,0.02665527375022766,0.02665527375022766,0.02665527375022766,0.02665527375022766,0.02665527375022766,0.02665527375022766,0.02665527375022766
62,food_lovers,medium,16.667932329624115,bike,6.797662170733972,0.6791681363134565,0.14608528954898692,0.8671826594508734,False,Sant Andreu,41.39433085309899,2.166335256070122,,0.026710554176239958,0.026710554176239958,0.026710554176239958,0.026710554176239958,0.2831355725797517,0.4230483314816088,0.026710554176239958,0.026710554176239958,0.026710554176239958,0.026710554176239958,0.026710554176239958,0.026710554176239958,0.026710554176239958
63,beach_enthusiasts,medium,12.038023347787833,transit,8.24745600277035,0.7306312032589946,0.3930922476115056,0.8413622210218339,False,Sants-Montsià,41.39450385240636,2.1734256462686785,,0.04118450049424717,0.04118450049424717,0.04118450049424717,0.04118450049424717,0.04118450049424717,0.04118450049424717,0.505785994069034,0.04118450049424717,0.04118450049424717,0.04118450049424717,0.04118450049424717,0.04118450049424717,0.04118450049424717
64,religion_fans,high,45.26450274814388,transit,7.161127885443247,0.2991553514871404,0.20723437745149959,0.4697349188194427,True,Eixample,41.39265467409787,2.1719825003141593,,0.035109375694729064,0.5786874916632513,0.035109375694729064,0.035109375694729064,0.035109375694729064,0.035109375694729064,0.035109375694729064,0.035109375694729064,0.035109375694729064,0.035109375694729064,0.035109375694729064,0.035109375694729064,0.035109375694729064
65,religion_fans,medium,16.550621922625652,transit,9.85730529231071,0.19835251441745783,0.27251158980948603,0.6755698520625942,True,Sant-Gervasi-Campsa,41.39810270228639,2.1671418320322084,,0.033529631480844216,0.5976444222298695,0.033529631480844216,0.033529631480844216,0.033529631480844216,0.033529631480844216,0.033529631480844216,0.033529631480844216,0.033529631480844216,0.033529631480844216,0.033529631480844216,0.033529631480844216,0.033529631480844216
66,food_lovers,low,7.3185955676592815,mixed,6.027271438223623,0.4629732813399601,0.36407002581637193,0.8194312993715486,False,Les Corts,41.392490558891154,2.1758401499671614,,0.024712050183112632,0.024712050183112632,0.024712050183112632,0.024712050183112632,0.3888197435821417,0.3393477044036194,0.024712050183112632,0.024712050183112632,0.024712050183112632,0.024712050183112632,0.024712050183112632,0.024712050183112632,0.024712050183112632
67,religion_fans,high,38.818053277179324,walk,2.3375805151412417,0.4886881627960266,0.4658999165142878,0.4593296026448421,False,Sant-Martí,41.39423138843707,2.1665723433375925,,0.04180253957514653,0.49836952509824173,0.04180253957514653,0.04180253957514653,0.04180253957514653,0.04180253957514653,0.04180253957514653,0.04180253957514653,0.04180253957514653,0.04180253957514653,0.04180253957514653,0.04180253957514653,0.04180253957514653
